
2,2306,training,1,1,e07,1,1,1,Alpha,Alpha,1.81960348744,1,
2,2306,training,1,2,e49,43,1,7,Beta,Alpha,2.32428354112,0,
2,2306,training,1,3,e43,49,7,7,Alpha,Alpha,1.48230160715,1,
2,2306,training,1,4,e41,37,2,6,Beta,Beta,0.765008764865,1,
2,2306,training,1,5,e49,43,1,7,Beta,Alpha,1.98333369201,0,
2,2306,training,1,6,e37,41,6,6,Alpha,Alpha,1.0100934091,1,
2,2306,training,1,7,e13,9,2,2,Alpha,Alpha,2.90718983242,1,
2,2306,training,1,8,e41,37,2,6,Beta,Beta,0.396028583869,1,
2,2306,training,2,1,e37,41,6,6,Alpha,Beta,0.345549951424,0,
2,2306,training,2,2,e43,49,7,7,Alpha,Beta,0.663151343237,0,
2,2306,training,2,3,e13,9,2,2,Alpha,Alpha,0.359092030209,1,
2,2306,training,2,4,e49,43,1,7,Beta,Alpha,0.385088318959,0,
2,2306,training,2,5,e41,37,2,6,Beta,Alpha,0.264658998174,0,
2,2306,training,2,6,e41,37,2,6,Beta,Alpha,0.0154172122129,0,
2,2306,training,2,7,e49,43,1,7,Beta,Alpha,0.20339967258,0,
2,2306,training,2,8,e07,1,1,1,Alpha,Alpha,0.483365970489,1,
2,2306,training,3,1,e49,43,1,7,Beta,Beta,0.000142687640619,1,
2,2306,training,3,2,e41,37,2,6,Beta,Beta,0.154111206939,1,
2,2306,training,3,3,e49,43,1,7,Beta,Beta,0.0528751880629,1,
2,2306,training,3,4,e13,9,2,2,Alpha,Alpha,0.000102960213553,1,
2,2306,training,3,5,e43,49,7,7,Alpha,Alpha,0.451221865951,1,
2,2306,training,3,6,e07,1,1,1,Alpha,Alpha,0.0943837037776,1,
2,2306,training,3,7,e41,37,2,6,Beta,Beta,0.345165257691,1,
2,2306,training,3,8,e37,41,6,6,Alpha,Alpha,0.493188902154,1,
2,2306,training,4,1,e07,1,1,1,Alpha,Alpha,0.000102960213553,1,
2,2306,training,4,2,e41,37,2,6,Beta,Beta,1.64024021837,1,
2,2306,training,4,3,e49,43,1,7,Beta,Beta,0.0282100983895,1,
2,2306,training,4,4,e37,41,6,6,Alpha,Alpha,0.42377850652,1,
2,2306,training,4,5,e13,9,2,2,Alpha,Alpha,0.440898369066,1,
2,2306,training,4,6,e43,49,7,7,Alpha,Alpha,2.61402079399,1,
2,2306,training,4,7,e41,37,2,6,Beta,Beta,1.06928525434,1,
2,2306,training,4,8,e49,43,1,7,Beta,Beta,1.25958978146,1,
2,2306,training,5,1,e49,43,1,7,Beta,Beta,0.000138383824378,1,
2,2306,training,5,2,e37,41,6,6,Alpha,Alpha,0.400766407838,1,
2,2306,training,5,3,e43,49,7,7,Alpha,Alpha,2.32703466382,1,
2,2306,training,5,4,e07,1,1,1,Alpha,Alpha,0.129465649836,1,
2,2306,training,5,5,e41,37,2,6,Beta,Beta,0.517409707012,1,
2,2306,training,5,6,e13,9,2,2,Alpha,Alpha,0.532960668206,1,
2,2306,training,5,7,e49,43,1,7,Beta,Beta,0.382540799212,1,
2,2306,training,5,8,e41,37,2,6,Beta,Beta,3.13081936113,1,
2,2306,training,6,1,e07,1,1,1,Alpha,Alpha,0.314054065675,1,
2,2306,training,6,2,e41,37,2,6,Beta,Beta,0.26998313237,1,
2,2306,training,6,3,e43,49,7,7,Alpha,Alpha,0.534036618774,1,
2,2306,training,6,4,e49,43,1,7,Beta,Beta,0.42116113269,1,
2,2306,training,6,5,e13,9,2,2,Alpha,Alpha,0.523073510616,1,
2,2306,training,6,6,e37,41,6,6,Alpha,Alpha,0.964717761672,1,
2,2306,training,6,7,e41,37,2,6,Beta,Beta,0.446617128851,1,
2,2306,training,6,8,e49,43,1,7,Beta,Beta,1.48784854589,1,
