subjectid,counterbalance,responsenumber,phase,trialnumber,F1,F2,response,correctresponse,accuracy,rt
6,3,9,training,9,1,5,1,1,1,0.715830
6,3,10,training,10,1,5,1,1,1,0.430829
6,3,11,training,11,0,6,1,1,1,0.707121
6,3,12,training,12,0,6,1,1,1,0.412961
6,3,13,training,13,0,0,0,0,1,0.564278
6,3,14,training,14,6,6,1,0,0,0.351033
6,3,15,training,15,1,1,0,0,1,0.498995
6,3,16,training,16,5,5,1,0,0,0.372613
6,3,17,training,17,0,6,1,1,1,0.689778
6,3,18,training,18,5,5,1,0,0,0.459556
6,3,19,training,19,1,5,0,1,0,1.149675
6,3,20,training,20,0,0,0,0,1,0.424240
6,3,21,training,21,1,1,0,0,1,0.468996
6,3,22,training,22,0,6,1,1,1,0.304090
6,3,23,training,23,1,5,1,1,1,0.262612
6,3,24,training,24,6,6,1,0,0,0.272201
6,3,25,training,25,0,6,1,1,1,2.415713
6,3,26,training,26,0,6,1,1,1,0.351556
6,3,27,training,27,6,6,1,0,0,2.137506
6,3,28,training,28,1,1,0,0,1,0.497454
6,3,29,training,29,1,5,1,1,1,0.370408
6,3,30,training,30,1,5,1,1,1,0.286631
6,3,31,training,31,5,5,0,0,1,0.971069
6,3,32,training,32,0,0,0,0,1,0.516581
6,3,33,training,33,0,6,1,1,1,0.349684
6,3,34,training,34,1,5,1,1,1,0.367890
6,3,35,training,35,5,5,0,0,1,0.494564
6,3,36,training,36,1,5,1,1,1,0.709975
6,3,37,training,37,1,1,0,0,1,1.073822
6,3,38,training,38,0,6,1,1,1,0.426062
6,3,39,training,39,6,6,0,0,1,1.150296
6,3,40,training,40,0,0,0,0,1,0.459165
6,3,41,training,41,5,5,0,0,1,1.129626
6,3,42,training,42,0,6,1,1,1,0.410593
6,3,43,training,43,1,5,1,1,1,0.325754
6,3,44,training,44,1,5,1,1,1,0.279946
6,3,45,training,45,6,6,0,0,1,0.920578
6,3,46,training,46,1,1,0,0,1,0.421854
6,3,47,training,47,0,6,1,1,1,0.447836
6,3,48,training,48,0,0,0,0,1,0.911854
6,3,49,training,49,0,0,0,0,1,0.311951
6,3,50,training,50,1,5,1,1,1,0.352168
6,3,51,training,51,5,5,0,0,1,0.382095
6,3,52,training,52,1,1,0,0,1,0.324568
6,3,53,training,53,1,5,1,1,1,0.465797
6,3,54,training,54,0,6,1,1,1,0.620444
6,3,55,training,55,0,6,1,1,1,0.666673
6,3,56,training,56,6,6,0,0,1,1.171176
6,3,57,training,57,6,6,0,0,1,0.529505
6,3,58,training,58,0,6,1,1,1,0.641355
6,3,59,training,59,1,5,1,1,1,0.339325
6,3,60,training,60,1,1,0,0,1,0.362625
6,3,61,training,61,1,5,1,1,1,0.535321
6,3,62,training,62,0,0,0,0,1,0.520089
6,3,63,training,63,5,5,1,0,0,0.389499
6,3,64,training,64,0,6,1,1,1,0.390004
6,3,65,training,65,0,0,0,0,1,0.316427
6,3,66,training,66,5,5,0,0,1,0.962844
6,3,67,training,67,1,5,1,1,1,0.570297
6,3,68,training,68,1,1,0,0,1,0.382247
6,3,69,training,69,6,6,0,0,1,1.119937
6,3,70,training,70,1,5,1,1,1,0.545241
6,3,71,training,71,0,6,1,1,1,0.570539
6,3,72,training,72,0,6,1,1,1,0.248631
6,3,73,training,73,1,1,0,0,1,0.523440
6,3,74,training,74,0,6,1,1,1,0.314487
6,3,75,training,75,1,5,1,1,1,0.278243
6,3,76,training,76,5,5,0,0,1,0.607596
6,3,77,training,77,0,6,1,1,1,0.286829
6,3,78,training,78,1,5,1,1,1,0.256516
6,3,79,training,79,0,0,0,0,1,0.292481
6,3,80,training,80,6,6,0,0,1,1.000076
6,3,81,training,81,1,5,1,1,1,0.369486
6,3,82,training,82,1,1,0,0,1,0.418247
6,3,83,training,83,5,5,0,0,1,0.306177
6,3,84,training,84,6,6,0,0,1,0.906177
6,3,85,training,85,0,6,1,1,1,0.311290
6,3,86,training,86,0,0,0,0,1,0.517868
6,3,87,training,87,0,6,1,1,1,1.243352
6,3,88,training,88,1,5,1,1,1,0.321884
6,3,89,training,89,0,0,0,0,1,0.483037
6,3,90,training,90,5,5,0,0,1,1.375363
6,3,91,training,91,1,1,0,0,1,0.648013
6,3,92,training,92,0,6,1,1,1,0.366533
6,3,93,training,93,0,6,1,1,1,1.215427
6,3,94,training,94,1,5,1,1,1,0.347027
6,3,95,training,95,6,6,0,0,1,0.626015
6,3,96,training,96,1,5,1,1,1,0.418970
6,3,97,generalization,1,5,5,0,NaN,NaN,2.534909
6,3,98,generalization,2,5,0,1,NaN,NaN,0.536426
6,3,99,generalization,3,6,6,0,NaN,NaN,0.814813
6,3,100,generalization,4,6,2,1,NaN,NaN,0.372864
6,3,101,generalization,5,0,6,1,NaN,NaN,1.511147
6,3,102,generalization,6,5,2,1,NaN,NaN,0.462857
6,3,103,generalization,7,6,0,1,NaN,NaN,0.523631
6,3,104,generalization,8,4,2,1,NaN,NaN,0.570047
6,3,105,generalization,9,6,1,1,NaN,NaN,0.361094
6,3,106,generalization,10,1,5,0,NaN,NaN,1.363062
6,3,107,generalization,11,5,1,1,NaN,NaN,0.758755
6,3,108,generalization,12,4,0,1,NaN,NaN,0.339151
6,3,109,generalization,13,1,1,0,NaN,NaN,0.404653
6,3,110,generalization,14,0,0,0,NaN,NaN,0.399859
6,3,111,generalization,15,4,1,1,NaN,NaN,0.674996
7,4,1,training,1,0,6,0,1,0,4.625429
7,4,2,training,2,5,5,0,0,1,0.950861
7,4,3,training,3,0,0,1,0,0,1.292198
7,4,4,training,4,6,6,0,0,1,3.421803
7,4,5,training,5,0,6,1,1,1,5.908655
7,4,6,training,6,1,5,1,1,1,4.275593
7,4,7,training,7,1,5,1,1,1,0.538039
7,4,8,training,8,1,1,0,0,1,1.125555
7,4,9,training,9,1,1,0,0,1,0.574954
7,4,10,training,10,0,6,1,1,1,3.522273
7,4,11,training,11,6,6,0,0,1,1.484450
7,4,12,training,12,1,5,1,1,1,1.108505
7,4,13,training,13,0,0,0,0,1,0.702090
7,4,14,training,14,1,5,1,1,1,0.924087
7,4,15,training,15,5,5,0,0,1,0.847759
7,4,16,training,16,0,6,1,1,1,1.564357
7,4,17,training,17,1,1,0,0,1,0.437530
7,4,18,training,18,1,5,1,1,1,0.486249
7,4,19,training,19,6,6,0,0,1,2.930949
7,4,20,training,20,1,5,1,1,1,2.759048
7,4,21,training,21,0,0,0,0,1,0.668829
7,4,22,training,22,5,5,0,0,1,1.062153
7,4,23,training,23,0,6,1,1,1,3.059717
7,4,24,training,24,0,6,1,1,1,0.457026
7,4,25,training,25,1,1,0,0,1,0.525766
7,4,26,training,26,5,5,0,0,1,0.892058
7,4,27,training,27,1,5,1,1,1,0.477853
7,4,28,training,28,0,6,1,1,1,0.929448
7,4,29,training,29,6,6,0,0,1,0.495199
7,4,30,training,30,0,6,1,1,1,0.871120
7,4,31,training,31,0,0,0,0,1,0.523408
7,4,32,training,32,1,5,1,1,1,0.725048
7,4,33,training,33,6,6,0,0,1,0.796109
7,4,34,training,34,1,1,0,0,1,0.658894
7,4,35,training,35,0,6,1,1,1,1.239177
7,4,36,training,36,1,5,1,1,1,0.895487
7,4,37,training,37,0,0,0,0,1,2.784578
7,4,38,training,38,1,5,1,1,1,0.326024
7,4,39,training,39,5,5,0,0,1,0.792661
7,4,40,training,40,0,6,1,1,1,0.426238
7,4,41,training,41,6,6,0,0,1,0.655117
7,4,42,training,42,5,5,0,0,1,0.401991
7,4,43,training,43,1,5,1,1,1,0.724726
7,4,44,training,44,1,1,0,0,1,0.887223
7,4,45,training,45,0,6,1,1,1,1.785093
7,4,46,training,46,1,5,1,1,1,1.713242
7,4,47,training,47,0,0,0,0,1,0.305690
7,4,48,training,48,0,6,1,1,1,0.590696
7,4,49,training,49,0,0,0,0,1,0.964491
7,4,50,training,50,1,5,1,1,1,0.528085
7,4,51,training,51,6,6,0,0,1,0.304540
7,4,52,training,52,5,5,0,0,1,0.819058
7,4,53,training,53,1,5,1,1,1,0.662049
7,4,54,training,54,1,1,0,0,1,0.607261
7,4,55,training,55,0,6,1,1,1,0.439786
7,4,56,training,56,0,6,1,1,1,0.468759
7,4,57,training,57,0,0,0,0,1,1.045270
7,4,58,training,58,0,6,1,1,1,0.532190
7,4,59,training,59,1,1,0,0,1,0.839195
7,4,60,training,60,0,6,1,1,1,0.544915
7,4,61,training,61,1,5,1,1,1,0.376071
7,4,62,training,62,1,5,1,1,1,0.390812
7,4,63,training,63,5,5,0,0,1,1.509850
7,4,64,training,64,6,6,0,0,1,9.086577
7,4,65,training,65,1,5,1,1,1,0.638152
7,4,66,training,66,0,6,1,1,1,0.387078
7,4,67,training,67,0,0,0,0,1,0.493931
7,4,68,training,68,1,1,0,0,1,0.773296
7,4,69,training,69,5,5,0,0,1,0.437118
7,4,70,training,70,1,5,1,1,1,0.497076
7,4,71,training,71,0,6,1,1,1,0.305248
7,4,72,training,72,6,6,0,0,1,0.797115
7,4,73,training,73,6,6,0,0,1,0.804108
7,4,74,training,74,0,6,1,1,1,0.530302
7,4,75,training,75,1,1,0,0,1,0.592787
7,4,76,training,76,0,6,1,1,1,0.922133
7,4,77,training,77,5,5,0,0,1,0.753029
7,4,78,training,78,1,5,1,1,1,0.350226
7,4,79,training,79,0,0,0,0,1,0.387042
7,4,80,training,80,1,5,1,1,1,0.446860
7,4,81,training,81,6,6,0,0,1,0.364856
7,4,82,training,82,1,5,1,1,1,0.547491
7,4,83,training,83,1,5,1,1,1,0.563225
7,4,84,training,84,0,0,0,0,1,0.388736
7,4,85,training,85,1,1,0,0,1,0.361695
7,4,86,training,86,0,6,1,1,1,0.267560
7,4,87,training,87,0,6,1,1,1,0.287908
7,4,88,training,88,5,5,0,0,1,0.292564
7,4,89,training,89,0,6,1,1,1,0.607502
7,4,90,training,90,5,5,0,0,1,0.483530
7,4,91,training,91,0,6,1,1,1,0.613106
7,4,92,training,92,1,5,1,1,1,0.391126
7,4,93,training,93,0,0,0,0,1,0.952939
7,4,94,training,94,6,6,0,0,1,0.779504
7,4,95,training,95,1,1,0,0,1,0.630549
7,4,96,training,96,1,5,1,1,1,0.531091
7,4,97,generalization,1,6,2,0,NaN,NaN,0.590606
7,4,98,generalization,2,4,1,1,NaN,NaN,10.427238
7,4,99,generalization,3,1,1,0,NaN,NaN,0.447447
7,4,100,generalization,4,5,5,0,NaN,NaN,0.299451
7,4,101,generalization,5,1,5,1,NaN,NaN,0.419814
7,4,102,generalization,6,5,2,1,NaN,NaN,0.751449
7,4,103,generalization,7,6,0,1,NaN,NaN,0.659412
7,4,104,generalization,8,0,6,1,NaN,NaN,0.716867
7,4,105,generalization,9,5,0,1,NaN,NaN,0.312130
7,4,106,generalization,10,6,1,1,NaN,NaN,0.344905
7,4,107,generalization,11,4,0,1,NaN,NaN,0.386235
7,4,108,generalization,12,6,6,0,NaN,NaN,2.605174
7,4,109,generalization,13,5,1,1,NaN,NaN,2.072872
7,4,110,generalization,14,4,2,1,NaN,NaN,2.054810
7,4,111,generalization,15,0,0,0,NaN,NaN,0.708408
8,3,1,training,1,0,6,0,1,0,3.192011
8,3,2,training,2,1,5,0,1,0,1.617957
8,3,3,training,3,1,5,1,1,1,0.710477
8,3,4,training,4,6,6,0,0,1,1.044653
8,3,5,training,5,5,5,0,0,1,0.972977
8,3,6,training,6,1,1,1,0,0,3.032538
8,3,7,training,7,0,6,0,1,0,1.072177
8,3,8,training,8,0,0,0,0,1,1.876763
8,3,9,training,9,0,6,1,1,1,1.744047
8,3,10,training,10,0,6,1,1,1,2.159171
8,3,11,training,11,5,5,1,0,0,2.104827
8,3,12,training,12,0,0,0,0,1,1.730330
8,3,13,training,13,1,1,0,0,1,0.474320
8,3,14,training,14,1,5,1,1,1,4.774469
8,3,15,training,15,1,5,1,1,1,0.754977
8,3,16,training,16,6,6,1,0,0,2.452562
8,3,17,training,17,6,6,0,0,1,0.975285
8,3,18,training,18,0,0,0,0,1,1.198045
8,3,19,training,19,0,6,1,1,1,1.242254
8,3,20,training,20,5,5,0,0,1,1.391962
8,3,21,training,21,1,1,0,0,1,0.723476
8,3,22,training,22,0,6,1,1,1,2.331142
8,3,23,training,23,1,5,1,1,1,0.567738
8,3,24,training,24,1,5,1,1,1,0.603732
8,3,25,training,25,0,0,0,0,1,0.474216
8,3,26,training,26,5,5,0,0,1,3.670770
8,3,27,training,27,0,6,1,1,1,1.006164
8,3,28,training,28,1,5,1,1,1,2.080737
8,3,29,training,29,0,6,1,1,1,0.939533
8,3,30,training,30,1,1,0,0,1,0.555027
8,3,31,training,31,1,5,1,1,1,1.622509
8,3,32,training,32,6,6,0,0,1,0.963349
8,3,33,training,33,1,5,1,1,1,0.731173
8,3,34,training,34,0,0,0,0,1,0.377892
8,3,35,training,35,1,5,1,1,1,0.876558
8,3,36,training,36,0,6,1,1,1,3.084405
8,3,37,training,37,0,6,1,1,1,0.584045
8,3,38,training,38,1,1,0,0,1,0.325579
8,3,39,training,39,5,5,0,0,1,2.146760
8,3,40,training,40,6,6,0,0,1,0.826499
8,3,41,training,41,0,6,1,1,1,0.876430
8,3,42,training,42,0,6,1,1,1,2.212234
8,3,43,training,43,1,1,0,0,1,0.552644
8,3,44,training,44,1,5,1,1,1,0.516585
8,3,45,training,45,0,0,0,0,1,0.420459
8,3,46,training,46,1,5,1,1,1,0.546946
8,3,47,training,47,6,6,0,0,1,0.509363
8,3,48,training,48,5,5,0,0,1,0.583696
8,3,49,training,49,0,6,1,1,1,0.459119
8,3,50,training,50,1,1,0,0,1,0.347793
8,3,51,training,51,0,6,1,1,1,0.654387
8,3,52,training,52,1,5,1,1,1,0.801445
8,3,53,training,53,5,5,0,0,1,0.801816
8,3,54,training,54,6,6,0,0,1,0.444013
8,3,55,training,55,0,0,0,0,1,0.417904
8,3,56,training,56,1,5,1,1,1,1.917649
8,3,57,training,57,0,6,1,1,1,0.389361
8,3,58,training,58,1,5,1,1,1,0.530563
8,3,59,training,59,5,5,0,0,1,1.523969
8,3,60,training,60,6,6,0,0,1,0.453682
8,3,61,training,61,1,1,0,0,1,0.371781
8,3,62,training,62,0,0,0,0,1,0.357167
8,3,63,training,63,1,5,1,1,1,0.883295
8,3,64,training,64,0,6,1,1,1,0.532154
8,3,65,training,65,0,6,1,1,1,0.481518
8,3,66,training,66,5,5,0,0,1,0.587160
8,3,67,training,67,1,5,1,1,1,0.356722
8,3,68,training,68,1,5,1,1,1,0.511006
8,3,69,training,69,0,6,1,1,1,0.874331
8,3,70,training,70,0,0,0,0,1,0.697309
8,3,71,training,71,1,1,0,0,1,0.392554
8,3,72,training,72,6,6,0,0,1,0.592108
8,3,73,training,73,0,0,0,0,1,0.391614
8,3,74,training,74,1,5,1,1,1,0.726320
8,3,75,training,75,6,6,0,0,1,0.493500
8,3,76,training,76,0,6,1,1,1,0.397904
8,3,77,training,77,0,6,1,1,1,0.416911
8,3,78,training,78,1,5,1,1,1,0.551629
8,3,79,training,79,5,5,0,0,1,0.384815
8,3,80,training,80,1,1,0,0,1,0.358388
8,3,81,training,81,0,6,1,1,1,0.338337
8,3,82,training,82,1,5,1,1,1,0.442089
8,3,83,training,83,6,6,0,0,1,0.561229
8,3,84,training,84,0,6,1,1,1,0.318434
8,3,85,training,85,1,5,1,1,1,0.533468
8,3,86,training,86,0,0,0,0,1,0.352733
8,3,87,training,87,5,5,0,0,1,0.538172
8,3,88,training,88,1,1,0,0,1,0.565170
8,3,89,training,89,1,1,0,0,1,0.414587
8,3,90,training,90,0,6,1,1,1,0.695779
8,3,91,training,91,0,6,1,1,1,0.825465
8,3,92,training,92,0,0,0,0,1,0.338007
8,3,93,training,93,1,5,1,1,1,0.423244
8,3,94,training,94,6,6,0,0,1,0.319134
8,3,95,training,95,5,5,0,0,1,0.380479
8,3,96,training,96,1,5,1,1,1,0.430840
8,3,97,generalization,1,1,1,0,NaN,NaN,3.472095
8,3,98,generalization,2,6,2,0,NaN,NaN,0.395372
8,3,99,generalization,3,5,0,0,NaN,NaN,0.318182
8,3,100,generalization,4,4,2,0,NaN,NaN,1.414869
8,3,101,generalization,5,4,0,0,NaN,NaN,4.668401
8,3,102,generalization,6,4,1,1,NaN,NaN,0.644842
8,3,103,generalization,7,0,0,1,NaN,NaN,9.717754
8,3,104,generalization,8,5,2,1,NaN,NaN,2.831842
8,3,105,generalization,9,5,5,1,NaN,NaN,2.529466
8,3,106,generalization,10,0,6,0,NaN,NaN,0.779022
8,3,107,generalization,11,1,5,0,NaN,NaN,1.887699
8,3,108,generalization,12,6,0,1,NaN,NaN,1.128897
8,3,109,generalization,13,5,1,1,NaN,NaN,0.622528
8,3,110,generalization,14,6,1,1,NaN,NaN,4.695200
8,3,111,generalization,15,6,6,1,NaN,NaN,0.534304
9,5,1,training,1,0,6,1,1,1,3.276922
9,5,2,training,2,5,5,1,0,0,2.340087
9,5,3,training,3,1,5,0,1,0,4.349873
9,5,4,training,4,1,1,1,0,0,3.004526
9,5,5,training,5,1,5,0,1,0,3.170049
9,5,6,training,6,0,0,1,0,0,0.831213
9,5,7,training,7,6,6,1,0,0,4.076546
9,5,8,training,8,0,6,1,1,1,3.349793
9,5,9,training,9,0,6,1,1,1,1.099032
9,5,10,training,10,5,5,0,0,1,1.766447
9,5,11,training,11,1,5,1,1,1,4.362956
9,5,12,training,12,0,0,0,0,1,1.780415
9,5,13,training,13,6,6,0,0,1,1.323081
9,5,14,training,14,1,5,1,1,1,5.502850
9,5,15,training,15,0,6,0,1,0,5.092764
9,5,16,training,16,1,1,0,0,1,5.992175
9,5,17,training,17,1,5,1,1,1,7.742383
9,5,18,training,18,0,0,0,0,1,0.967530
9,5,19,training,19,5,5,0,0,1,1.245699
9,5,20,training,20,1,1,0,0,1,0.635578
9,5,21,training,21,1,5,1,1,1,0.837072
9,5,22,training,22,0,6,1,1,1,0.545216
9,5,23,training,23,6,6,1,0,0,0.343090
9,5,24,training,24,0,6,1,1,1,5.680633
9,5,25,training,25,1,1,0,0,1,1.383761
9,5,26,training,26,0,6,1,1,1,6.900581
9,5,27,training,27,1,5,1,1,1,1.525422
9,5,28,training,28,0,0,0,0,1,0.330060
9,5,29,training,29,0,6,1,1,1,0.860764
9,5,30,training,30,5,5,0,0,1,0.882725
9,5,31,training,31,1,5,0,1,0,2.756832
9,5,32,training,32,6,6,0,0,1,6.902580
9,5,33,training,33,1,5,1,1,1,15.393601
9,5,34,training,34,1,5,1,1,1,0.496376
9,5,35,training,35,0,6,1,1,1,2.003707
9,5,36,training,36,0,0,0,0,1,2.089982
9,5,37,training,37,5,5,0,0,1,1.988673
9,5,38,training,38,6,6,0,0,1,3.237300
9,5,39,training,39,1,1,0,0,1,2.746236
9,5,40,training,40,0,6,1,1,1,11.137107
9,5,41,training,41,6,6,0,0,1,2.577815
9,5,42,training,42,0,6,1,1,1,1.626341
9,5,43,training,43,1,1,0,0,1,1.746118
9,5,44,training,44,0,0,0,0,1,1.092728
9,5,45,training,45,0,6,1,1,1,0.843680
9,5,46,training,46,5,5,0,0,1,1.163260
9,5,47,training,47,1,5,1,1,1,7.138173
9,5,48,training,48,1,5,1,1,1,0.751219
9,5,49,training,49,0,6,1,1,1,3.541073
9,5,50,training,50,0,0,0,0,1,0.511063
9,5,51,training,51,1,5,0,1,0,1.899260
9,5,52,training,52,1,1,0,0,1,11.549625
9,5,53,training,53,6,6,0,0,1,0.851436
9,5,54,training,54,1,5,1,1,1,0.794754
9,5,55,training,55,0,6,1,1,1,0.293408
9,5,56,training,56,5,5,0,0,1,3.922354
9,5,57,training,57,1,5,1,1,1,10.141190
9,5,58,training,58,5,5,0,0,1,3.538123
9,5,59,training,59,1,1,0,0,1,8.587486
9,5,60,training,60,6,6,0,0,1,3.278973
9,5,61,training,61,0,6,1,1,1,0.648353
9,5,62,training,62,0,0,0,0,1,0.494733
9,5,63,training,63,1,5,1,1,1,4.406721
9,5,64,training,64,0,6,1,1,1,1.068681
9,5,65,training,65,0,6,1,1,1,0.755220
9,5,66,training,66,1,5,1,1,1,1.163746
9,5,67,training,67,5,5,0,0,1,4.480553
9,5,68,training,68,0,6,1,1,1,1.451841
9,5,69,training,69,0,0,0,0,1,0.372358
9,5,70,training,70,1,5,1,1,1,12.851948
9,5,71,training,71,1,1,0,0,1,0.819638
9,5,72,training,72,6,6,0,0,1,1.039763
9,5,73,training,73,1,5,1,1,1,9.162168
9,5,74,training,74,0,0,0,0,1,7.240115
9,5,75,training,75,0,6,1,1,1,7.426089
9,5,76,training,76,1,1,0,0,1,0.652400
9,5,77,training,77,1,5,1,1,1,1.212410
9,5,78,training,78,0,6,1,1,1,0.840207
9,5,79,training,79,6,6,0,0,1,2.719239
9,5,80,training,80,5,5,0,0,1,2.473485
9,5,81,training,81,0,6,1,1,1,0.603725
9,5,82,training,82,5,5,0,0,1,0.964583
9,5,83,training,83,0,0,0,0,1,0.639218
9,5,84,training,84,1,5,1,1,1,0.904269
9,5,85,training,85,1,1,0,0,1,0.715777
9,5,86,training,86,1,5,1,1,1,1.047269
9,5,87,training,87,6,6,0,0,1,1.057777
9,5,88,training,88,0,6,1,1,1,0.600554
9,5,89,training,89,1,5,1,1,1,1.408446
9,5,90,training,90,0,6,1,1,1,0.567254
9,5,91,training,91,0,0,0,0,1,1.769360
9,5,92,training,92,0,6,1,1,1,4.703927
9,5,93,training,93,6,6,0,0,1,0.501156
9,5,94,training,94,1,1,0,0,1,0.954202
9,5,95,training,95,1,5,1,1,1,2.128169
9,5,96,training,96,5,5,0,0,1,3.285938
9,5,97,generalization,1,0,6,1,NaN,NaN,0.540945
9,5,98,generalization,2,4,2,1,NaN,NaN,9.296136
9,5,99,generalization,3,6,0,1,NaN,NaN,5.358263
9,5,100,generalization,4,0,0,0,NaN,NaN,1.237251
9,5,101,generalization,5,5,1,1,NaN,NaN,0.837701
9,5,102,generalization,6,6,6,0,NaN,NaN,1.476011
9,5,103,generalization,7,5,2,0,NaN,NaN,13.170619
9,5,104,generalization,8,6,2,0,NaN,NaN,0.573212
9,5,105,generalization,9,5,0,1,NaN,NaN,2.292732
9,5,106,generalization,10,4,0,1,NaN,NaN,1.080161
9,5,107,generalization,11,5,5,0,NaN,NaN,1.516235
9,5,108,generalization,12,1,1,0,NaN,NaN,2.787844
9,5,109,generalization,13,4,1,1,NaN,NaN,8.547990
9,5,110,generalization,14,6,1,1,NaN,NaN,11.504262
9,5,111,generalization,15,1,5,1,NaN,NaN,2.263921
10,3,1,training,1,1,5,0,1,0,4.720136
10,3,2,training,2,0,0,0,0,1,0.820462
10,3,3,training,3,5,5,1,0,0,1.745999
10,3,4,training,4,1,5,1,1,1,2.956510
10,3,5,training,5,0,6,1,1,1,1.895838
10,3,6,training,6,6,6,0,0,1,1.582149
10,3,7,training,7,1,1,0,0,1,2.285086
10,3,8,training,8,0,6,1,1,1,1.798484
10,3,9,training,9,1,5,1,1,1,0.915014
10,3,10,training,10,0,6,1,1,1,0.541288
10,3,11,training,11,1,1,0,0,1,0.621665
10,3,12,training,12,6,6,0,0,1,0.888539
10,3,13,training,13,0,6,1,1,1,0.536158
10,3,14,training,14,0,0,0,0,1,0.603882
10,3,15,training,15,1,5,1,1,1,0.462693
10,3,16,training,16,5,5,0,0,1,1.573002
10,3,17,training,17,1,5,1,1,1,1.620624
10,3,18,training,18,0,6,1,1,1,1.059351
10,3,19,training,19,1,1,0,0,1,1.408263
10,3,20,training,20,6,6,0,0,1,1.255414
10,3,21,training,21,0,6,1,1,1,0.396461
10,3,22,training,22,0,0,0,0,1,0.681595
10,3,23,training,23,5,5,0,0,1,0.947986
10,3,24,training,24,1,5,1,1,1,3.492796
10,3,25,training,25,1,1,0,0,1,2.029927
10,3,26,training,26,6,6,0,0,1,0.852369
10,3,27,training,27,1,5,1,1,1,2.402874
10,3,28,training,28,0,6,1,1,1,0.443449
10,3,29,training,29,0,0,0,0,1,0.941079
10,3,30,training,30,1,5,1,1,1,0.979618
10,3,31,training,31,0,6,1,1,1,0.652626
10,3,32,training,32,5,5,0,0,1,1.257721
10,3,33,training,33,0,6,1,1,1,0.648964
10,3,34,training,34,1,5,1,1,1,0.881829
10,3,35,training,35,0,6,1,1,1,1.086012
10,3,36,training,36,1,1,0,0,1,1.675405
10,3,37,training,37,1,5,1,1,1,0.826041
10,3,38,training,38,5,5,0,0,1,1.320208
10,3,39,training,39,6,6,0,0,1,0.541475
10,3,40,training,40,0,0,0,0,1,1.074021
10,3,41,training,41,6,6,0,0,1,0.483286
10,3,42,training,42,1,5,1,1,1,1.407718
10,3,43,training,43,5,5,0,0,1,0.781849
10,3,44,training,44,0,6,1,1,1,1.811194
10,3,45,training,45,1,5,1,1,1,0.791687
10,3,46,training,46,0,0,0,0,1,0.725913
10,3,47,training,47,0,6,1,1,1,4.275845
10,3,48,training,48,1,1,0,0,1,0.947273
10,3,49,training,49,1,5,1,1,1,2.004990
10,3,50,training,50,0,6,1,1,1,3.231857
10,3,51,training,51,0,0,0,0,1,0.993958
10,3,52,training,52,1,1,0,0,1,0.477323
10,3,53,training,53,1,5,1,1,1,0.803104
10,3,54,training,54,6,6,0,0,1,0.822487
10,3,55,training,55,5,5,0,0,1,0.763148
10,3,56,training,56,0,6,1,1,1,0.747196
10,3,57,training,57,5,5,0,0,1,0.552461
10,3,58,training,58,0,0,0,0,1,0.525573
10,3,59,training,59,6,6,0,0,1,0.427029
10,3,60,training,60,1,5,1,1,1,0.986593
10,3,61,training,61,1,1,0,0,1,0.897860
10,3,62,training,62,1,5,1,1,1,0.605166
10,3,63,training,63,0,6,1,1,1,0.382589
10,3,64,training,64,0,6,1,1,1,0.307108
10,3,65,training,65,6,6,0,0,1,0.476846
10,3,66,training,66,0,0,0,0,1,0.783975
10,3,67,training,67,5,5,0,0,1,0.338921
10,3,68,training,68,1,1,0,0,1,0.310227
10,3,69,training,69,1,5,1,1,1,0.948683
10,3,70,training,70,0,6,1,1,1,0.365198
10,3,71,training,71,0,6,1,1,1,0.410723
10,3,72,training,72,1,5,1,1,1,0.492435
10,3,73,training,73,0,6,1,1,1,0.568628
10,3,74,training,74,1,1,0,0,1,0.580302
10,3,75,training,75,5,5,0,0,1,0.948970
10,3,76,training,76,1,5,1,1,1,0.769098
10,3,77,training,77,6,6,0,0,1,1.623097
10,3,78,training,78,1,5,1,1,1,0.554828
10,3,79,training,79,0,6,1,1,1,0.613983
10,3,80,training,80,0,0,0,0,1,0.690686
10,3,81,training,81,6,6,0,0,1,2.490314
10,3,82,training,82,0,6,1,1,1,1.105107
10,3,83,training,83,5,5,0,0,1,0.888605
10,3,84,training,84,1,5,1,1,1,0.979574
10,3,85,training,85,1,5,1,1,1,0.796246
10,3,86,training,86,0,0,0,0,1,1.058916
10,3,87,training,87,1,1,0,0,1,1.143289
10,3,88,training,88,0,6,1,1,1,1.479863
10,3,89,training,89,5,5,0,0,1,0.974936
10,3,90,training,90,1,5,1,1,1,0.712380
10,3,91,training,91,0,6,1,1,1,2.341919
10,3,92,training,92,1,1,0,0,1,1.630418
10,3,93,training,93,0,6,1,1,1,1.098579
10,3,94,training,94,0,0,0,0,1,0.868972
10,3,95,training,95,1,5,0,1,0,1.383198
10,3,96,training,96,6,6,0,0,1,1.082266
10,3,97,generalization,1,1,5,1,NaN,NaN,3.043812
10,3,98,generalization,2,5,1,0,NaN,NaN,0.871529
10,3,99,generalization,3,6,6,0,NaN,NaN,0.894783
10,3,100,generalization,4,4,2,0,NaN,NaN,0.590326
10,3,101,generalization,5,5,2,0,NaN,NaN,0.718368
10,3,102,generalization,6,0,0,0,NaN,NaN,0.577418
10,3,103,generalization,7,1,1,0,NaN,NaN,0.545193
10,3,104,generalization,8,6,1,0,NaN,NaN,0.519859
10,3,105,generalization,9,0,6,1,NaN,NaN,0.613897
