subjectid,counterbalance,responsenumber,phase,trialnumber,F1,F2,response,correctresponse,accuracy,rt
5,3,135,generalization,39,10,1,0,NaN,NaN,0.370295
5,3,136,generalization,40,0,0,0,NaN,NaN,1.739656
5,3,137,generalization,41,0,9,0,NaN,NaN,0.566656
5,3,138,generalization,42,9,11,0,NaN,NaN,1.216534
6,2,1,training,1,6,5,0,1,0,3.629343
6,2,2,training,2,11,6,1,0,0,2.869663
6,2,3,training,3,6,1,1,0,0,1.862803
6,2,4,training,4,5,0,0,0,1,1.288982
6,2,5,training,5,5,6,1,1,1,3.640589
6,2,6,training,6,5,6,1,1,1,2.909045
6,2,7,training,7,6,5,1,1,1,1.223953
6,2,8,training,8,10,5,0,0,1,0.877125
6,2,9,training,9,10,5,0,0,1,0.642596
6,2,10,training,10,5,6,1,1,1,0.397692
6,2,11,training,11,11,6,0,0,1,0.593342
6,2,12,training,12,6,5,1,1,1,0.335560
6,2,13,training,13,6,5,1,1,1,0.740536
6,2,14,training,14,6,1,1,0,0,0.898276
6,2,15,training,15,5,0,0,0,1,0.706977
6,2,16,training,16,5,6,1,1,1,0.339882
6,2,17,training,17,5,6,1,1,1,0.542347
6,2,18,training,18,5,0,0,0,1,0.443465
6,2,19,training,19,5,6,1,1,1,0.425235
6,2,20,training,20,10,5,0,0,1,0.499040
6,2,21,training,21,11,6,0,0,1,0.567475
6,2,22,training,22,6,5,1,1,1,0.450596
6,2,23,training,23,6,5,1,1,1,0.630887
6,2,24,training,24,6,1,0,0,1,0.990602
6,2,25,training,25,5,0,0,0,1,0.703312
6,2,26,training,26,6,5,1,1,1,1.285727
6,2,27,training,27,5,6,1,1,1,0.397306
6,2,28,training,28,6,1,0,0,1,2.391758
6,2,29,training,29,5,6,1,1,1,1.770848
6,2,30,training,30,6,5,1,1,1,0.294242
6,2,31,training,31,11,6,0,0,1,0.444671
6,2,32,training,32,10,5,0,0,1,0.516528
6,2,33,training,33,6,1,0,0,1,0.577640
6,2,34,training,34,6,5,1,1,1,0.340765
6,2,35,training,35,10,5,0,0,1,0.385201
6,2,36,training,36,5,0,0,0,1,0.404990
6,2,37,training,37,11,6,0,0,1,0.441435
6,2,38,training,38,6,5,1,1,1,5.099169
6,2,39,training,39,5,6,1,1,1,0.290800
6,2,40,training,40,5,6,1,1,1,0.283264
6,2,41,training,41,5,6,1,1,1,0.305782
6,2,42,training,42,10,5,0,0,1,0.573949
6,2,43,training,43,6,5,1,1,1,0.476926
6,2,44,training,44,5,0,0,0,1,0.564079
6,2,45,training,45,11,6,0,0,1,0.359973
6,2,46,training,46,6,5,1,1,1,0.799359
6,2,47,training,47,6,1,0,0,1,0.986423
6,2,48,training,48,5,6,1,1,1,0.790108
6,2,49,training,49,10,5,0,0,1,2.746886
6,2,50,training,50,5,6,1,1,1,0.592080
6,2,51,training,51,6,1,0,0,1,0.410439
6,2,52,training,52,6,5,1,1,1,0.581690
6,2,53,training,53,5,6,1,1,1,0.473373
6,2,54,training,54,6,5,1,1,1,0.330420
6,2,55,training,55,11,6,0,0,1,1.143584
6,2,56,training,56,5,0,0,0,1,0.291717
6,2,57,training,57,11,6,1,0,0,0.469692
6,2,58,training,58,10,5,0,0,1,0.326660
6,2,59,training,59,6,5,1,1,1,0.725207
6,2,60,training,60,6,1,0,0,1,0.417482
6,2,61,training,61,5,6,1,1,1,0.419240
6,2,62,training,62,5,0,0,0,1,0.348306
6,2,63,training,63,5,6,1,1,1,8.486351
6,2,64,training,64,6,5,1,1,1,0.397142
6,2,65,training,65,6,1,0,0,1,0.839548
6,2,66,training,66,6,5,1,1,1,0.495831
6,2,67,training,67,5,6,1,1,1,0.558944
6,2,68,training,68,5,6,1,1,1,0.514594
6,2,69,training,69,5,0,0,0,1,0.329791
6,2,70,training,70,10,5,0,0,1,0.764716
6,2,71,training,71,6,5,1,1,1,0.624320
6,2,72,training,72,11,6,0,0,1,0.553418
6,2,73,training,73,11,6,0,0,1,0.422439
6,2,74,training,74,10,5,0,0,1,0.526045
6,2,75,training,75,5,0,0,0,1,1.395114
6,2,76,training,76,6,5,1,1,1,0.427994
6,2,77,training,77,5,6,1,1,1,0.463676
6,2,78,training,78,5,6,1,1,1,0.362095
6,2,79,training,79,6,1,0,0,1,0.449010
6,2,80,training,80,6,5,1,1,1,1.516759
6,2,81,training,81,6,5,1,1,1,0.486809
6,2,82,training,82,5,0,0,0,1,0.413784
6,2,83,training,83,6,5,1,1,1,0.385118
6,2,84,training,84,10,5,0,0,1,2.433303
6,2,85,training,85,5,6,1,1,1,0.462181
6,2,86,training,86,6,1,0,0,1,0.624653
6,2,87,training,87,11,6,0,0,1,0.353743
6,2,88,training,88,5,6,1,1,1,0.497346
6,2,89,training,89,6,5,1,1,1,0.209185
6,2,90,training,90,6,1,0,0,1,0.395585
6,2,91,training,91,5,0,0,0,1,0.201264
6,2,92,training,92,11,6,0,0,1,0.919706
6,2,93,training,93,5,6,1,1,1,0.264557
6,2,94,training,94,5,6,1,1,1,0.497641
6,2,95,training,95,10,5,0,0,1,0.401354
6,2,96,training,96,6,5,1,1,1,0.646403
6,2,97,generalization,1,9,10,0,NaN,NaN,1.609080
6,2,98,generalization,2,11,11,0,NaN,NaN,0.393452
6,2,99,generalization,3,11,10,0,NaN,NaN,2.962826
6,2,100,generalization,4,9,2,0,NaN,NaN,0.508770
6,2,101,generalization,5,9,0,0,NaN,NaN,0.433571
6,2,102,generalization,6,2,11,1,NaN,NaN,0.783592
6,2,103,generalization,7,5,0,0,NaN,NaN,1.016783
6,2,104,generalization,8,1,2,1,NaN,NaN,0.520553
6,2,105,generalization,9,10,0,0,NaN,NaN,0.556079
6,2,106,generalization,10,10,5,0,NaN,NaN,1.118648
6,2,107,generalization,11,11,2,0,NaN,NaN,0.329830
6,2,108,generalization,12,2,1,1,NaN,NaN,0.301881
6,2,109,generalization,13,9,9,0,NaN,NaN,1.634622
6,2,110,generalization,14,9,1,0,NaN,NaN,0.465641
6,2,111,generalization,15,2,2,0,NaN,NaN,1.198961
6,2,112,generalization,16,1,10,1,NaN,NaN,0.423542
6,2,113,generalization,17,10,1,0,NaN,NaN,0.311638
6,2,114,generalization,18,1,11,1,NaN,NaN,0.420165
6,2,115,generalization,19,11,9,0,NaN,NaN,0.348300
6,2,116,generalization,20,0,1,0,NaN,NaN,1.718991
6,2,117,generalization,21,10,10,0,NaN,NaN,0.313969
6,2,118,generalization,22,5,6,1,NaN,NaN,0.847659
6,2,119,generalization,23,9,11,0,NaN,NaN,0.342566
6,2,120,generalization,24,2,0,0,NaN,NaN,0.618028
6,2,121,generalization,25,0,0,0,NaN,NaN,0.314091
6,2,122,generalization,26,11,6,0,NaN,NaN,1.894017
6,2,123,generalization,27,2,10,1,NaN,NaN,0.954946
6,2,124,generalization,28,10,11,1,NaN,NaN,1.669670
6,2,125,generalization,29,0,9,1,NaN,NaN,0.586529
6,2,126,generalization,30,11,0,0,NaN,NaN,0.386427
6,2,127,generalization,31,1,9,1,NaN,NaN,1.403843
6,2,128,generalization,32,1,0,0,NaN,NaN,0.716239
6,2,129,generalization,33,0,11,1,NaN,NaN,1.136221
6,2,130,generalization,34,0,2,0,NaN,NaN,0.498747
6,2,131,generalization,35,6,5,1,NaN,NaN,1.031319
6,2,132,generalization,36,10,9,1,NaN,NaN,0.527292
6,2,133,generalization,37,0,10,1,NaN,NaN,0.283303
6,2,134,generalization,38,10,2,0,NaN,NaN,0.456642
6,2,135,generalization,39,11,1,0,NaN,NaN,0.000125
6,2,136,generalization,40,1,1,0,NaN,NaN,0.832902
6,2,137,generalization,41,6,1,0,NaN,NaN,0.799532
6,2,138,generalization,42,2,9,1,NaN,NaN,0.848092
7,2,1,training,1,6,5,0,1,0,4.897138
7,2,2,training,2,11,6,1,0,0,2.291379
7,2,3,training,3,6,1,0,0,1,2.378004
7,2,4,training,4,10,5,0,0,1,2.245181
7,2,5,training,5,5,6,0,1,0,2.876227
7,2,6,training,6,6,5,1,1,1,1.650657
7,2,7,training,7,5,6,1,1,1,1.615545
7,2,8,training,8,5,0,1,0,0,2.293294
7,2,9,training,9,5,0,0,0,1,1.655187
7,2,10,training,10,11,6,0,0,1,1.365580
7,2,11,training,11,6,1,1,0,0,2.530326
7,2,12,training,12,10,5,1,0,0,1.856590
7,2,13,training,13,6,5,0,1,0,0.923762
7,2,14,training,14,5,6,0,1,0,1.845718
7,2,15,training,15,6,5,0,1,0,0.970078
7,2,16,training,16,5,6,1,1,1,1.666692
7,2,17,training,17,5,0,1,0,0,2.049762
7,2,18,training,18,6,5,1,1,1,4.328165
7,2,19,training,19,6,1,0,0,1,2.037837
7,2,20,training,20,5,6,1,1,1,1.937388
7,2,21,training,21,6,5,1,1,1,1.401041
7,2,22,training,22,11,6,0,0,1,0.913697
7,2,23,training,23,10,5,0,0,1,0.539777
7,2,24,training,24,5,6,1,1,1,3.527108
7,2,25,training,25,5,6,1,1,1,1.957526
7,2,26,training,26,11,6,0,0,1,0.605287
7,2,27,training,27,5,6,0,1,0,2.318659
7,2,28,training,28,6,5,1,1,1,1.498209
7,2,29,training,29,6,5,1,1,1,1.287474
7,2,30,training,30,6,1,1,0,0,1.349504
7,2,31,training,31,5,0,1,0,0,1.338297
7,2,32,training,32,10,5,0,0,1,0.819227
7,2,33,training,33,5,0,0,0,1,0.882629
7,2,34,training,34,5,6,0,1,0,0.864257
7,2,35,training,35,6,1,1,0,0,1.614852
7,2,36,training,36,6,5,0,1,0,2.103318
7,2,37,training,37,11,6,0,0,1,0.728287
7,2,38,training,38,10,5,1,0,0,4.385687
7,2,39,training,39,5,6,0,1,0,3.787736
7,2,40,training,40,6,5,1,1,1,3.143431
7,2,41,training,41,5,6,0,1,0,2.526038
7,2,42,training,42,6,5,1,1,1,1.488137
7,2,43,training,43,6,1,1,0,0,2.905983
7,2,44,training,44,6,5,1,1,1,3.446849
7,2,45,training,45,11,6,0,0,1,0.539597
7,2,46,training,46,5,0,0,0,1,3.422902
7,2,47,training,47,5,6,1,1,1,1.866872
7,2,48,training,48,10,5,0,0,1,2.387197
7,2,49,training,49,5,0,0,0,1,3.117149
7,2,50,training,50,6,1,0,0,1,0.900603
7,2,51,training,51,11,6,0,0,1,1.050711
7,2,52,training,52,10,5,0,0,1,0.816818
7,2,53,training,53,6,5,1,1,1,0.555006
7,2,54,training,54,5,6,1,1,1,0.486635
7,2,55,training,55,5,6,1,1,1,0.688234
7,2,56,training,56,6,5,1,1,1,0.655922
7,2,57,training,57,5,6,1,1,1,0.444701
7,2,58,training,58,5,0,0,0,1,0.510386
7,2,59,training,59,6,5,1,1,1,0.422643
7,2,60,training,60,6,5,1,1,1,0.545647
7,2,61,training,61,10,5,0,0,1,0.435462
7,2,62,training,62,11,6,0,0,1,0.617642
7,2,63,training,63,6,1,0,0,1,0.698961
7,2,64,training,64,5,6,1,1,1,0.336525
7,2,65,training,65,6,5,1,1,1,0.418230
7,2,66,training,66,5,0,0,0,1,0.537187
7,2,67,training,67,6,1,0,0,1,0.542791
7,2,68,training,68,11,6,0,0,1,0.369207
7,2,69,training,69,10,5,0,0,1,0.449528
7,2,70,training,70,5,6,1,1,1,0.228635
7,2,71,training,71,5,6,1,1,1,0.288580
7,2,72,training,72,6,5,1,1,1,0.476177
7,2,73,training,73,6,5,1,1,1,1.273074
7,2,74,training,74,5,6,1,1,1,0.407730
7,2,75,training,75,10,5,0,0,1,0.470613
7,2,76,training,76,6,5,1,1,1,0.303693
7,2,77,training,77,5,6,1,1,1,0.381436
7,2,78,training,78,6,1,0,0,1,0.553851
7,2,79,training,79,11,6,0,0,1,0.692158
7,2,80,training,80,5,0,0,0,1,1.745615
7,2,81,training,81,11,6,0,0,1,0.522217
7,2,82,training,82,5,6,1,1,1,0.302648
7,2,83,training,83,5,0,0,0,1,0.780728
7,2,84,training,84,5,6,1,1,1,0.413917
7,2,85,training,85,10,5,0,0,1,0.452456
7,2,86,training,86,6,5,1,1,1,0.293391
7,2,87,training,87,6,1,0,0,1,0.857934
7,2,88,training,88,6,5,1,1,1,0.458696
7,2,89,training,89,10,5,0,0,1,0.417706
7,2,90,training,90,6,1,0,0,1,0.433345
7,2,91,training,91,5,0,0,0,1,0.737747
7,2,92,training,92,5,6,1,1,1,0.217322
7,2,93,training,93,5,6,1,1,1,0.249743
7,2,94,training,94,11,6,0,0,1,0.273507
7,2,95,training,95,6,5,1,1,1,0.415356
7,2,96,training,96,6,5,1,1,1,0.239768
7,2,97,generalization,1,2,0,0,NaN,NaN,1.857647
7,2,98,generalization,2,2,10,0,NaN,NaN,6.895090
7,2,99,generalization,3,1,2,0,NaN,NaN,1.401845
7,2,100,generalization,4,9,10,0,NaN,NaN,1.490317
7,2,101,generalization,5,10,2,0,NaN,NaN,1.615338
7,2,102,generalization,6,1,0,0,NaN,NaN,0.870336
7,2,103,generalization,7,2,11,1,NaN,NaN,0.643551
7,2,104,generalization,8,6,5,1,NaN,NaN,1.410859
7,2,105,generalization,9,5,6,1,NaN,NaN,0.619319
7,2,106,generalization,10,10,10,0,NaN,NaN,0.715296
7,2,107,generalization,11,10,9,0,NaN,NaN,0.543264
7,2,108,generalization,12,2,9,1,NaN,NaN,0.618614
7,2,109,generalization,13,0,9,1,NaN,NaN,0.594521
7,2,110,generalization,14,2,2,0,NaN,NaN,0.323942
7,2,111,generalization,15,11,9,0,NaN,NaN,0.423948
7,2,112,generalization,16,0,11,1,NaN,NaN,1.191928
7,2,113,generalization,17,9,0,0,NaN,NaN,0.433216
7,2,114,generalization,18,6,1,0,NaN,NaN,0.407798
7,2,115,generalization,19,0,1,0,NaN,NaN,1.431855
7,2,116,generalization,20,10,1,0,NaN,NaN,0.406899
7,2,117,generalization,21,9,11,1,NaN,NaN,2.815667
7,2,118,generalization,22,10,0,0,NaN,NaN,0.422999
7,2,119,generalization,23,0,0,0,NaN,NaN,0.918945
7,2,120,generalization,24,5,0,0,NaN,NaN,0.434160
7,2,121,generalization,25,11,1,0,NaN,NaN,0.289560
7,2,122,generalization,26,10,5,0,NaN,NaN,2.422254
7,2,123,generalization,27,11,2,0,NaN,NaN,0.349768
7,2,124,generalization,28,11,0,0,NaN,NaN,0.328435
7,2,125,generalization,29,11,10,0,NaN,NaN,0.588513
7,2,126,generalization,30,1,11,1,NaN,NaN,0.293257
7,2,127,generalization,31,10,11,0,NaN,NaN,1.059557
7,2,128,generalization,32,0,10,1,NaN,NaN,0.257803
7,2,129,generalization,33,9,1,0,NaN,NaN,0.384006
7,2,130,generalization,34,11,11,0,NaN,NaN,0.496637
7,2,131,generalization,35,9,9,0,NaN,NaN,0.493915
7,2,132,generalization,36,2,1,0,NaN,NaN,1.034009
7,2,133,generalization,37,9,2,0,NaN,NaN,3.497137
7,2,134,generalization,38,0,2,0,NaN,NaN,0.405582
7,2,135,generalization,39,1,1,0,NaN,NaN,0.286300
7,2,136,generalization,40,1,9,1,NaN,NaN,0.435740
7,2,137,generalization,41,1,10,1,NaN,NaN,0.291140
7,2,138,generalization,42,11,6,0,NaN,NaN,0.456467
8,1,1,training,1,6,5,1,1,1,1.891463
8,1,2,training,2,6,1,1,0,0,8.444949
8,1,3,training,3,6,5,1,1,1,0.635431
8,1,4,training,4,10,5,1,0,0,0.443155
8,1,5,training,5,11,6,0,0,1,0.756241
8,1,6,training,6,5,6,1,1,1,0.849585
8,1,7,training,7,5,0,0,0,1,1.309102
8,1,8,training,8,5,6,1,1,1,0.361135
8,1,9,training,9,6,5,1,1,1,0.788919
8,1,10,training,10,10,5,0,0,1,0.456563
8,1,11,training,11,5,0,0,0,1,1.934637
8,1,12,training,12,6,5,1,1,1,0.472705
8,1,13,training,13,6,1,0,0,1,0.963109
8,1,14,training,14,5,6,1,1,1,0.375439
8,1,15,training,15,11,6,0,0,1,0.380468
8,1,16,training,16,5,6,1,1,1,0.346339
8,1,17,training,17,5,6,1,1,1,0.238851
8,1,18,training,18,6,5,1,1,1,0.393864
8,1,19,training,19,5,6,1,1,1,0.405636
8,1,20,training,20,5,0,0,0,1,0.223536
8,1,21,training,21,6,1,0,0,1,0.865941
8,1,22,training,22,6,5,1,1,1,0.226304
8,1,23,training,23,10,5,0,0,1,0.408727
8,1,24,training,24,11,6,0,0,1,0.989808
8,1,25,training,25,6,5,1,1,1,0.214782
8,1,26,training,26,10,5,0,0,1,0.423907
8,1,27,training,27,5,6,1,1,1,0.197678
8,1,28,training,28,6,5,1,1,1,0.243575
8,1,29,training,29,11,6,0,0,1,0.618656
8,1,30,training,30,5,6,1,1,1,0.000195
8,1,31,training,31,6,1,0,0,1,0.192248
8,1,32,training,32,5,0,0,0,1,0.270747
8,1,33,training,33,10,5,0,0,1,0.404582
8,1,34,training,34,5,0,0,0,1,0.435084
8,1,35,training,35,5,6,1,1,1,0.202888
8,1,36,training,36,6,5,1,1,1,0.194806
8,1,37,training,37,6,5,1,1,1,0.471932
8,1,38,training,38,6,1,0,0,1,0.678961
8,1,39,training,39,11,6,0,0,1,0.493702
8,1,40,training,40,5,6,1,1,1,0.427783
8,1,41,training,41,10,5,0,0,1,0.242416
8,1,42,training,42,5,6,1,1,1,0.321030
8,1,43,training,43,6,5,1,1,1,0.232637
8,1,44,training,44,5,6,1,1,1,0.386517
8,1,45,training,45,11,6,0,0,1,0.661508
8,1,46,training,46,6,5,1,1,1,0.323262
8,1,47,training,47,6,1,0,0,1,0.449598
8,1,48,training,48,5,0,0,0,1,0.307422
8,1,49,training,49,5,0,0,0,1,0.306473
8,1,50,training,50,6,5,1,1,1,1.414279
8,1,51,training,51,6,1,0,0,1,0.345150
8,1,52,training,52,6,5,1,1,1,0.504229
8,1,53,training,53,5,6,1,1,1,0.245232
8,1,54,training,54,5,6,1,1,1,0.376474
8,1,55,training,55,11,6,0,0,1,0.236969
8,1,56,training,56,10,5,0,0,1,0.181440
8,1,57,training,57,6,1,0,0,1,0.416697
8,1,58,training,58,11,6,0,0,1,0.411175
8,1,59,training,59,5,0,0,0,1,0.226315
8,1,60,training,60,5,6,1,1,1,0.177458
8,1,61,training,61,5,6,1,1,1,0.100634
8,1,62,training,62,6,5,1,1,1,0.011921
8,1,63,training,63,10,5,0,0,1,0.325851
8,1,64,training,64,6,5,1,1,1,0.226916
8,1,65,training,65,5,6,1,1,1,0.353863
8,1,66,training,66,10,5,0,0,1,0.233786
8,1,67,training,67,6,5,1,1,1,0.216850
8,1,68,training,68,6,1,0,0,1,0.266051
8,1,69,training,69,5,0,0,0,1,0.189934
8,1,70,training,70,5,6,1,1,1,0.132424
8,1,71,training,71,11,6,0,0,1,0.256938
8,1,72,training,72,6,5,1,1,1,0.270165
8,1,73,training,73,6,1,0,0,1,0.515283
8,1,74,training,74,5,6,1,1,1,0.198949
8,1,75,training,75,11,6,0,0,1,0.310819
8,1,76,training,76,5,0,0,0,1,0.267240
8,1,77,training,77,6,5,1,1,1,0.622464
8,1,78,training,78,10,5,0,0,1,0.828180
8,1,79,training,79,5,6,1,1,1,1.600380
8,1,80,training,80,6,5,1,1,1,0.561027
8,1,81,training,81,5,6,1,1,1,0.280135
8,1,82,training,82,5,0,0,0,1,0.757743
8,1,83,training,83,5,6,1,1,1,6.377953
8,1,84,training,84,6,5,1,1,1,1.913278
8,1,85,training,85,6,5,1,1,1,0.059328
8,1,86,training,86,6,1,0,0,1,0.441058
8,1,87,training,87,10,5,0,0,1,0.289580
8,1,88,training,88,11,6,0,0,1,0.258626
8,1,89,training,89,11,6,0,0,1,0.223177
8,1,90,training,90,5,6,1,1,1,0.564256
8,1,91,training,91,6,1,0,0,1,1.855350
8,1,92,training,92,5,0,0,0,1,0.305974
8,1,93,training,93,6,5,1,1,1,1.595725
8,1,94,training,94,10,5,0,0,1,0.621187
8,1,95,training,95,5,6,1,1,1,0.572313
8,1,96,training,96,6,5,1,1,1,0.377394
8,1,97,generalization,1,11,0,0,NaN,NaN,0.877667
8,1,98,generalization,2,2,10,1,NaN,NaN,0.451653
8,1,99,generalization,3,11,1,0,NaN,NaN,0.306358
8,1,100,generalization,4,10,1,0,NaN,NaN,0.487092
8,1,101,generalization,5,10,11,0,NaN,NaN,1.556447
8,1,102,generalization,6,1,2,1,NaN,NaN,0.270864
8,1,103,generalization,7,2,11,1,NaN,NaN,2.780797
8,1,104,generalization,8,10,0,0,NaN,NaN,1.837474
8,1,105,generalization,9,1,9,1,NaN,NaN,0.420493
8,1,106,generalization,10,11,11,0,NaN,NaN,1.828408
8,1,107,generalization,11,1,0,0,NaN,NaN,3.900001
8,1,108,generalization,12,2,0,0,NaN,NaN,2.231812
8,1,109,generalization,13,5,6,1,NaN,NaN,1.967205
8,1,110,generalization,14,0,1,0,NaN,NaN,3.655980
8,1,111,generalization,15,9,1,0,NaN,NaN,0.437737
8,1,112,generalization,16,9,0,0,NaN,NaN,0.214166
8,1,113,generalization,17,1,11,1,NaN,NaN,0.245976
8,1,114,generalization,18,1,10,1,NaN,NaN,0.205460
8,1,115,generalization,19,0,11,1,NaN,NaN,0.231177
8,1,116,generalization,20,6,5,1,NaN,NaN,7.022088
8,1,117,generalization,21,10,2,0,NaN,NaN,3.380172
8,1,118,generalization,22,11,10,0,NaN,NaN,1.501330
8,1,119,generalization,23,0,0,1,NaN,NaN,0.241774
8,1,120,generalization,24,0,9,1,NaN,NaN,0.265106
8,1,121,generalization,25,9,9,0,NaN,NaN,0.279236
8,1,122,generalization,26,10,5,0,NaN,NaN,0.932617
8,1,123,generalization,27,11,2,0,NaN,NaN,0.783883
8,1,124,generalization,28,2,2,0,NaN,NaN,1.000405
8,1,125,generalization,29,2,9,1,NaN,NaN,0.672940
8,1,126,generalization,30,11,9,0,NaN,NaN,3.654189
8,1,127,generalization,31,6,1,0,NaN,NaN,0.516108
8,1,128,generalization,32,0,10,1,NaN,NaN,0.383410
8,1,129,generalization,33,9,10,0,NaN,NaN,3.472668
8,1,130,generalization,34,2,1,0,NaN,NaN,0.717042
8,1,131,generalization,35,1,1,0,NaN,NaN,1.649058
8,1,132,generalization,36,11,6,0,NaN,NaN,3.567403
8,1,133,generalization,37,9,2,0,NaN,NaN,0.248552
8,1,134,generalization,38,9,11,0,NaN,NaN,6.903109
8,1,135,generalization,39,10,9,0,NaN,NaN,4.929807
8,1,136,generalization,40,5,0,0,NaN,NaN,0.587838
8,1,137,generalization,41,10,10,0,NaN,NaN,0.197264
8,1,138,generalization,42,0,2,0,NaN,NaN,0.813988
9,4,1,training,1,6,1,0,0,1,6.646592
9,4,2,training,2,5,6,0,1,0,2.902834
9,4,3,training,3,5,6,1,1,1,0.641473
9,4,4,training,4,6,5,1,1,1,0.985826
9,4,5,training,5,10,5,1,0,0,0.815316
9,4,6,training,6,11,6,0,0,1,0.619030
9,4,7,training,7,6,5,1,1,1,0.783084
9,4,8,training,8,5,0,0,0,1,0.532055
9,4,9,training,9,5,6,1,1,1,0.634294
9,4,10,training,10,5,0,0,0,1,0.427983
9,4,11,training,11,10,5,0,0,1,0.413059
9,4,12,training,12,11,6,0,0,1,0.272113
9,4,13,training,13,6,5,1,1,1,0.655151
9,4,14,training,14,5,6,1,1,1,0.328674
9,4,15,training,15,6,1,0,0,1,0.338487
9,4,16,training,16,6,5,1,1,1,0.318182
9,4,17,training,17,6,5,1,1,1,0.294002
9,4,18,training,18,6,5,1,1,1,0.281775
9,4,19,training,19,5,0,0,0,1,0.252100
9,4,20,training,20,6,1,0,0,1,0.611329
9,4,21,training,21,5,6,1,1,1,0.291039
9,4,22,training,22,11,6,0,0,1,0.254848
9,4,23,training,23,10,5,0,0,1,0.227852
9,4,24,training,24,5,6,1,1,1,0.318423
9,4,25,training,25,5,6,1,1,1,0.266228
9,4,26,training,26,6,1,0,0,1,0.303981
9,4,27,training,27,5,6,1,1,1,0.240460
9,4,28,training,28,6,5,1,1,1,0.262762
9,4,29,training,29,6,5,1,1,1,0.306508
9,4,30,training,30,11,6,0,0,1,0.256367
9,4,31,training,31,10,5,0,0,1,0.237475
9,4,32,training,32,5,0,0,0,1,0.290594
9,4,33,training,33,11,6,0,0,1,0.312411
9,4,34,training,34,6,5,1,1,1,0.273552
9,4,35,training,35,5,6,1,1,1,0.249321
9,4,36,training,36,5,0,0,0,1,0.254493
9,4,37,training,37,10,5,0,0,1,0.239645
9,4,38,training,38,6,1,0,0,1,0.287313
9,4,39,training,39,5,6,1,1,1,0.267732
9,4,40,training,40,6,5,1,1,1,0.256240
9,4,41,training,41,6,1,0,0,1,0.371978
9,4,42,training,42,11,6,0,0,1,0.245060
9,4,43,training,43,6,5,1,1,1,0.238836
9,4,44,training,44,5,6,1,1,1,0.283201
9,4,45,training,45,5,0,0,0,1,0.241041
9,4,46,training,46,6,5,1,1,1,0.228220
9,4,47,training,47,5,6,1,1,1,0.232663
9,4,48,training,48,10,5,0,0,1,0.231093
9,4,49,training,49,6,5,1,1,1,0.279706
9,4,50,training,50,5,6,1,1,1,0.236662
9,4,51,training,51,5,6,1,1,1,0.225683
9,4,52,training,52,11,6,0,0,1,0.234834
9,4,53,training,53,6,1,0,0,1,0.265347
9,4,54,training,54,6,5,1,1,1,0.262426
9,4,55,training,55,5,0,0,0,1,0.237590
9,4,56,training,56,10,5,0,0,1,0.382617
9,4,57,training,57,5,6,1,1,1,0.270329
9,4,58,training,58,6,5,1,1,1,0.222294
9,4,59,training,59,6,1,0,0,1,0.244642
9,4,60,training,60,10,5,0,0,1,0.221140
9,4,61,training,61,5,6,1,1,1,0.231677
9,4,62,training,62,11,6,0,0,1,0.206587
9,4,63,training,63,5,0,0,0,1,0.211051
9,4,64,training,64,6,5,1,1,1,0.265590
9,4,65,training,65,11,6,0,0,1,0.268030
9,4,66,training,66,10,5,0,0,1,0.297793
9,4,67,training,67,6,5,1,1,1,0.246312
9,4,68,training,68,5,6,1,1,1,0.231624
9,4,69,training,69,5,0,0,0,1,0.239083
9,4,70,training,70,6,1,0,0,1,0.250269
9,4,71,training,71,6,5,1,1,1,0.638688
9,4,72,training,72,5,6,1,1,1,0.203002
9,4,73,training,73,5,6,1,1,1,0.227537
9,4,74,training,74,10,5,0,0,1,0.230697
9,4,75,training,75,5,0,0,0,1,0.228507
9,4,76,training,76,6,5,1,1,1,0.244213
9,4,77,training,77,11,6,0,0,1,0.220809
9,4,78,training,78,6,5,1,1,1,0.212624
9,4,79,training,79,6,1,0,0,1,0.213571
9,4,80,training,80,5,6,1,1,1,0.214213
9,4,81,training,81,5,0,0,0,1,0.215195
9,4,82,training,82,5,6,1,1,1,0.231659
9,4,83,training,83,6,5,1,1,1,0.262051
9,4,84,training,84,11,6,0,0,1,0.220545
9,4,85,training,85,5,6,1,1,1,0.213689
9,4,86,training,86,10,5,0,0,1,0.219523
9,4,87,training,87,6,5,1,1,1,0.251962
9,4,88,training,88,6,1,0,0,1,0.235055
9,4,89,training,89,10,5,0,0,1,0.226917
9,4,90,training,90,6,5,1,1,1,0.267556
9,4,91,training,91,11,6,0,0,1,0.225806
9,4,92,training,92,6,1,0,0,1,0.186392
9,4,93,training,93,6,5,1,1,1,0.188145
9,4,94,training,94,5,0,0,0,1,0.239268
9,4,95,training,95,5,6,1,1,1,0.273091
9,4,96,training,96,5,6,1,1,1,0.270743
9,4,97,generalization,1,1,2,0,NaN,NaN,6.319654
9,4,98,generalization,2,10,0,0,NaN,NaN,13.617661
9,4,99,generalization,3,11,1,1,NaN,NaN,1.958583
9,4,100,generalization,4,0,11,1,NaN,NaN,0.552855
9,4,101,generalization,5,6,5,1,NaN,NaN,1.723561
9,4,102,generalization,6,1,10,1,NaN,NaN,0.639216
9,4,103,generalization,7,10,1,0,NaN,NaN,0.822413
9,4,104,generalization,8,10,2,0,NaN,NaN,0.333746
9,4,105,generalization,9,6,1,0,NaN,NaN,2.168374
9,4,106,generalization,10,10,10,1,NaN,NaN,3.489785
