subjectid,condition,counterbalance,responsenumber,phase,trialnumber,F1,F2,response,correctresponse,accuracy,rt
12,full,2,122,generalization,26,1,0,1,NaN,NaN,0.273205
12,full,2,123,generalization,27,4,5,0,NaN,NaN,0.690732
12,full,2,124,generalization,28,5,0,0,NaN,NaN,0.000094
12,full,2,125,generalization,29,6,6,1,NaN,NaN,0.469896
12,full,2,126,generalization,30,2,6,0,NaN,NaN,0.589104
12,full,2,127,generalization,31,3,2,1,NaN,NaN,0.639474
12,full,2,128,generalization,32,5,5,1,NaN,NaN,1.839763
12,full,2,129,generalization,33,3,4,0,NaN,NaN,0.045436
12,full,2,130,generalization,34,2,0,1,NaN,NaN,2.478487
12,full,2,131,generalization,35,0,6,0,NaN,NaN,0.441298
12,full,2,132,generalization,36,3,0,0,NaN,NaN,0.609686
12,full,2,133,generalization,37,3,5,1,NaN,NaN,0.024413
12,full,2,134,generalization,38,2,4,1,NaN,NaN,0.000144
12,full,2,135,generalization,39,3,1,1,NaN,NaN,1.798041
12,full,2,136,generalization,40,4,4,0,NaN,NaN,1.257536
12,full,2,137,generalization,41,6,5,1,NaN,NaN,0.000142
12,full,2,138,generalization,42,2,2,1,NaN,NaN,0.541507
12,full,2,139,generalization,43,4,6,0,NaN,NaN,0.401456
12,full,2,140,generalization,44,6,0,0,NaN,NaN,0.195455
12,full,2,141,generalization,45,5,6,1,NaN,NaN,1.572927
12,full,2,142,generalization,46,1,3,1,NaN,NaN,0.200969
12,full,2,143,generalization,47,2,3,1,NaN,NaN,0.553363
12,full,2,144,generalization,48,4,0,0,NaN,NaN,0.704492
12,full,2,145,generalization,49,0,0,1,NaN,NaN,3.573594
13,partial,3,1,training,1,0,0,0,0,1,5.155029
13,partial,3,2,training,2,0,6,1,1,1,0.149003
13,partial,3,3,training,3,0,6,1,1,1,0.080569
13,partial,3,4,training,4,6,6,0,1,0,1.164845
13,partial,3,5,training,5,1,1,0,0,1,3.030765
13,partial,3,6,training,6,5,5,0,0,1,0.578762
13,partial,3,7,training,7,1,5,1,1,1,2.607148
13,partial,3,8,training,8,1,5,1,1,1,2.024328
13,partial,3,9,training,9,1,5,1,1,1,0.119081
13,partial,3,10,training,10,6,6,0,0,1,0.000093
13,partial,3,11,training,11,1,5,1,1,1,0.000141
13,partial,3,12,training,12,0,6,1,0,0,0.134968
13,partial,3,13,training,13,1,1,0,0,1,1.122961
13,partial,3,14,training,14,5,5,0,1,0,1.870842
13,partial,3,15,training,15,0,6,1,1,1,0.534481
13,partial,3,16,training,16,0,0,0,0,1,3.334724
13,partial,3,17,training,17,1,5,1,0,0,0.000096
13,partial,3,18,training,18,0,0,0,0,1,0.402282
13,partial,3,19,training,19,5,5,0,1,0,1.168316
13,partial,3,20,training,20,0,6,1,1,1,0.224285
13,partial,3,21,training,21,6,6,0,0,1,0.861844
13,partial,3,22,training,22,1,5,1,1,1,0.311443
13,partial,3,23,training,23,1,1,0,0,1,0.410184
13,partial,3,24,training,24,0,6,1,1,1,0.120183
13,partial,3,25,training,25,0,6,1,1,1,1.763278
13,partial,3,26,training,26,5,5,0,0,1,0.673319
13,partial,3,27,training,27,0,0,0,0,1,0.691259
13,partial,3,28,training,28,1,5,1,1,1,0.578807
13,partial,3,29,training,29,1,5,1,1,1,0.579964
13,partial,3,30,training,30,0,6,1,0,0,0.277160
13,partial,3,31,training,31,1,1,0,0,1,0.240303
13,partial,3,32,training,32,6,6,0,0,1,2.438211
13,partial,3,33,training,33,1,5,1,1,1,1.519033
13,partial,3,34,training,34,5,5,0,0,1,0.912275
13,partial,3,35,training,35,1,1,0,0,1,1.487779
13,partial,3,36,training,36,6,6,0,0,1,0.300114
13,partial,3,37,training,37,0,0,0,0,1,1.241749
13,partial,3,38,training,38,0,6,1,1,1,0.051620
13,partial,3,39,training,39,0,6,1,1,1,1.084427
13,partial,3,40,training,40,1,5,1,1,1,0.012411
13,partial,3,41,training,41,1,5,1,1,1,1.319499
13,partial,3,42,training,42,5,5,0,0,1,2.161877
13,partial,3,43,training,43,1,5,1,1,1,3.963410
13,partial,3,44,training,44,6,6,0,0,1,0.000107
13,partial,3,45,training,45,0,0,0,0,1,0.158934
13,partial,3,46,training,46,0,6,1,1,1,0.000141
13,partial,3,47,training,47,0,6,1,1,1,0.967331
13,partial,3,48,training,48,1,1,0,0,1,0.101312
13,partial,3,49,training,49,1,1,0,0,1,0.311632
13,partial,3,50,training,50,0,6,1,1,1,0.222780
13,partial,3,51,training,51,0,0,0,0,1,0.072814
13,partial,3,52,training,52,6,6,0,0,1,0.389959
13,partial,3,53,training,53,1,5,1,1,1,2.257484
13,partial,3,54,training,54,5,5,0,0,1,0.000284
13,partial,3,55,training,55,1,5,1,1,1,2.168997
13,partial,3,56,training,56,0,6,1,1,1,0.358565
13,partial,3,57,training,57,0,6,1,1,1,1.928146
13,partial,3,58,training,58,1,1,0,0,1,0.035353
13,partial,3,59,training,59,6,6,0,0,1,1.080147
13,partial,3,60,training,60,0,0,0,0,1,1.339262
13,partial,3,61,training,61,1,5,1,1,1,0.029268
13,partial,3,62,training,62,5,5,0,0,1,2.182414
13,partial,3,63,training,63,1,5,1,1,1,0.179954
13,partial,3,64,training,64,0,6,1,1,1,1.413883
13,partial,3,65,training,65,1,5,1,1,1,0.149068
13,partial,3,66,training,66,6,6,0,0,1,1.732284
13,partial,3,67,training,67,1,1,0,0,1,0.138547
13,partial,3,68,training,68,1,5,1,1,1,0.548069
13,partial,3,69,training,69,0,0,0,0,1,0.000092
13,partial,3,70,training,70,0,6,1,1,1,0.290086
13,partial,3,71,training,71,0,6,1,1,1,1.169980
13,partial,3,72,training,72,5,5,0,0,1,0.165998
13,partial,3,73,training,73,0,6,1,1,1,0.703192
13,partial,3,74,training,74,5,5,0,0,1,0.160015
13,partial,3,75,training,75,1,5,1,1,1,1.058268
13,partial,3,76,training,76,1,1,0,0,1,0.716715
13,partial,3,77,training,77,0,0,0,0,1,2.288223
13,partial,3,78,training,78,6,6,0,0,1,0.658602
13,partial,3,79,training,79,1,5,1,1,1,1.763675
13,partial,3,80,training,80,0,6,1,1,1,0.164613
13,partial,3,81,training,81,5,5,0,0,1,1.551676
13,partial,3,82,training,82,0,6,1,1,1,0.750019
13,partial,3,83,training,83,0,0,0,0,1,1.403594
13,partial,3,84,training,84,1,5,1,1,1,2.285518
13,partial,3,85,training,85,1,5,1,1,1,0.630670
13,partial,3,86,training,86,1,1,0,0,1,1.480751
13,partial,3,87,training,87,0,6,1,1,1,0.000145
13,partial,3,88,training,88,6,6,0,0,1,1.402146
13,partial,3,89,training,89,6,6,0,0,1,0.525748
13,partial,3,90,training,90,1,5,1,1,1,0.000155
13,partial,3,91,training,91,1,5,1,1,1,0.238891
13,partial,3,92,training,92,0,6,1,1,1,0.200875
13,partial,3,93,training,93,5,5,0,0,1,0.000091
13,partial,3,94,training,94,0,0,0,0,1,0.019963
13,partial,3,95,training,95,0,6,1,1,1,0.437567
13,partial,3,96,training,96,1,1,0,0,1,0.872359
13,partial,3,97,generalization,1,3,1,0,NaN,NaN,2.431417
13,partial,3,98,generalization,2,6,5,0,NaN,NaN,0.000095
13,partial,3,99,generalization,3,3,2,0,NaN,NaN,6.720036
13,partial,3,100,generalization,4,1,4,1,NaN,NaN,0.665633
13,partial,3,101,generalization,5,0,2,0,NaN,NaN,1.731166
13,partial,3,102,generalization,6,0,1,0,NaN,NaN,0.000093
13,partial,3,103,generalization,7,5,6,0,NaN,NaN,0.002828
13,partial,3,104,generalization,8,4,4,0,NaN,NaN,0.724787
13,partial,3,105,generalization,9,2,4,1,NaN,NaN,4.731828
13,partial,3,106,generalization,10,2,3,1,NaN,NaN,0.793475
13,partial,3,107,generalization,11,3,4,1,NaN,NaN,5.072852
13,partial,3,108,generalization,12,6,1,1,NaN,NaN,0.473772
13,partial,3,109,generalization,13,2,2,0,NaN,NaN,0.554479
13,partial,3,110,generalization,14,0,6,1,NaN,NaN,0.000173
13,partial,3,111,generalization,15,0,0,0,NaN,NaN,0.000090
13,partial,3,112,generalization,16,4,2,1,NaN,NaN,0.703656
13,partial,3,113,generalization,17,5,0,1,NaN,NaN,0.166889
13,partial,3,114,generalization,18,4,5,0,NaN,NaN,0.338344
13,partial,3,115,generalization,19,1,5,1,NaN,NaN,0.000142
13,partial,3,116,generalization,20,5,4,0,NaN,NaN,0.342733
13,partial,3,117,generalization,21,6,3,0,NaN,NaN,0.403058
13,partial,3,118,generalization,22,2,1,0,NaN,NaN,1.136707
13,partial,3,119,generalization,23,0,5,1,NaN,NaN,5.783779
13,partial,3,120,generalization,24,1,0,0,NaN,NaN,0.298123
13,partial,3,121,generalization,25,4,1,1,NaN,NaN,0.172152
13,partial,3,122,generalization,26,3,0,0,NaN,NaN,2.572485
13,partial,3,123,generalization,27,3,5,1,NaN,NaN,0.118439
13,partial,3,124,generalization,28,3,3,1,NaN,NaN,0.000142
13,partial,3,125,generalization,29,1,2,0,NaN,NaN,0.377997
13,partial,3,126,generalization,30,2,0,0,NaN,NaN,0.615113
13,partial,3,127,generalization,31,4,0,1,NaN,NaN,0.177997
13,partial,3,128,generalization,32,4,6,0,NaN,NaN,0.186329
13,partial,3,129,generalization,33,5,1,1,NaN,NaN,0.819882
13,partial,3,130,generalization,34,1,6,1,NaN,NaN,0.713089
13,partial,3,131,generalization,35,0,3,1,NaN,NaN,0.244709
13,partial,3,132,generalization,36,3,6,1,NaN,NaN,0.739889
13,partial,3,133,generalization,37,6,0,1,NaN,NaN,0.641830
13,partial,3,134,generalization,38,4,3,0,NaN,NaN,0.270569
13,partial,3,135,generalization,39,6,6,0,NaN,NaN,0.271767
13,partial,3,136,generalization,40,1,1,0,NaN,NaN,0.350919
13,partial,3,137,generalization,41,5,5,1,NaN,NaN,0.402456
13,partial,3,138,generalization,42,2,6,1,NaN,NaN,0.154424
13,partial,3,139,generalization,43,1,3,1,NaN,NaN,0.625636
13,partial,3,140,generalization,44,6,4,0,NaN,NaN,0.601984
13,partial,3,141,generalization,45,6,2,0,NaN,NaN,2.185941
13,partial,3,142,generalization,46,5,3,0,NaN,NaN,0.017877
13,partial,3,143,generalization,47,5,2,0,NaN,NaN,1.438672
13,partial,3,144,generalization,48,0,4,1,NaN,NaN,0.215849
13,partial,3,145,generalization,49,2,5,1,NaN,NaN,0.265450
14,partial,5,1,training,1,0,6,1,0,0,3.652010
14,partial,5,2,training,2,1,1,0,1,0,2.274772
14,partial,5,3,training,3,1,5,1,1,1,0.870675
14,partial,5,4,training,4,0,0,0,0,1,0.437821
14,partial,5,5,training,5,0,6,1,1,1,0.593376
14,partial,5,6,training,6,6,6,0,1,0,0.611760
14,partial,5,7,training,7,1,5,1,1,1,0.228192
14,partial,5,8,training,8,5,5,0,0,1,0.294516
14,partial,5,9,training,9,0,6,1,1,1,0.666501
14,partial,5,10,training,10,1,5,1,1,1,0.200070
14,partial,5,11,training,11,1,1,0,0,1,0.746780
14,partial,5,12,training,12,5,5,0,0,1,0.320815
14,partial,5,13,training,13,0,0,0,0,1,0.724033
14,partial,5,14,training,14,1,5,1,1,1,0.703092
14,partial,5,15,training,15,0,6,1,1,1,0.097170
14,partial,5,16,training,16,6,6,0,0,1,0.333066
14,partial,5,17,training,17,0,0,0,0,1,0.000093
14,partial,5,18,training,18,1,1,0,0,1,0.402231
14,partial,5,19,training,19,6,6,0,0,1,0.030988
14,partial,5,20,training,20,0,6,1,1,1,2.130903
14,partial,5,21,training,21,0,6,1,1,1,0.117721
14,partial,5,22,training,22,5,5,0,0,1,0.105233
14,partial,5,23,training,23,1,5,1,1,1,0.904439
14,partial,5,24,training,24,1,5,1,1,1,0.062441
14,partial,5,25,training,25,0,6,1,1,1,0.000143
14,partial,5,26,training,26,1,1,0,0,1,0.206328
14,partial,5,27,training,27,1,5,1,1,1,0.438292
14,partial,5,28,training,28,0,0,0,0,1,0.399027
14,partial,5,29,training,29,6,6,0,0,1,0.000096
14,partial,5,30,training,30,0,6,1,1,1,0.000142
14,partial,5,31,training,31,1,5,1,1,1,0.000140
14,partial,5,32,training,32,5,5,0,0,1,2.852584
14,partial,5,33,training,33,1,5,1,1,1,0.443693
14,partial,5,34,training,34,0,6,1,1,1,0.056514
14,partial,5,35,training,35,6,6,0,0,1,0.000092
14,partial,5,36,training,36,1,5,1,1,1,0.036394
14,partial,5,37,training,37,0,6,1,1,1,0.000160
14,partial,5,38,training,38,0,0,0,0,1,0.000097
14,partial,5,39,training,39,1,1,0,0,1,0.447554
14,partial,5,40,training,40,5,5,0,0,1,1.149050
14,partial,5,41,training,41,1,5,1,1,1,1.155036
14,partial,5,42,training,42,1,5,1,1,1,0.000143
14,partial,5,43,training,43,5,5,0,0,1,1.474938
14,partial,5,44,training,44,0,6,1,1,1,0.000144
14,partial,5,45,training,45,0,0,0,0,1,0.056125
14,partial,5,46,training,46,6,6,0,0,1,0.067306
14,partial,5,47,training,47,1,1,0,0,1,0.926462
14,partial,5,48,training,48,0,6,1,1,1,0.344411
14,partial,5,49,training,49,1,5,1,1,1,0.000143
14,partial,5,50,training,50,6,6,0,0,1,0.588792
14,partial,5,51,training,51,1,1,0,0,1,1.244738
14,partial,5,52,training,52,0,6,1,1,1,0.029484
14,partial,5,53,training,53,0,0,0,0,1,0.000094
14,partial,5,54,training,54,1,5,1,1,1,0.153794
14,partial,5,55,training,55,0,6,1,1,1,0.828962
14,partial,5,56,training,56,5,5,0,0,1,0.190178
14,partial,5,57,training,57,0,0,0,0,1,0.000094
14,partial,5,58,training,58,6,6,0,0,1,0.000092
14,partial,5,59,training,59,5,5,0,0,1,0.000093
14,partial,5,60,training,60,0,6,1,1,1,0.077639
14,partial,5,61,training,61,1,5,1,1,1,0.520050
14,partial,5,62,training,62,0,6,1,1,1,1.162430
14,partial,5,63,training,63,1,1,0,0,1,0.060375
14,partial,5,64,training,64,1,5,1,1,1,0.125174
14,partial,5,65,training,65,0,0,0,0,1,0.056307
14,partial,5,66,training,66,1,5,1,1,1,0.033844
14,partial,5,67,training,67,5,5,0,0,1,0.177908
14,partial,5,68,training,68,1,1,0,0,1,0.654580
14,partial,5,69,training,69,0,6,1,1,1,0.000143
14,partial,5,70,training,70,1,5,1,1,1,2.389756
14,partial,5,71,training,71,6,6,0,0,1,0.000104
14,partial,5,72,training,72,0,6,1,1,1,0.054930
14,partial,5,73,training,73,6,6,0,0,1,0.349686
14,partial,5,74,training,74,0,0,0,0,1,0.000095
14,partial,5,75,training,75,1,5,1,1,1,0.037607
14,partial,5,76,training,76,0,6,1,1,1,1.605159
14,partial,5,77,training,77,1,5,1,1,1,0.212807
14,partial,5,78,training,78,5,5,0,0,1,1.119931
14,partial,5,79,training,79,0,6,1,1,1,0.182540
14,partial,5,80,training,80,1,1,0,0,1,0.275428
14,partial,5,81,training,81,6,6,0,0,1,0.357822
14,partial,5,82,training,82,1,5,1,1,1,0.163348
14,partial,5,83,training,83,1,5,1,1,1,0.406643
14,partial,5,84,training,84,5,5,0,0,1,0.000095
14,partial,5,85,training,85,0,6,1,1,1,0.051657
14,partial,5,86,training,86,1,1,0,0,1,0.587674
14,partial,5,87,training,87,0,0,0,0,1,0.219269
14,partial,5,88,training,88,0,6,1,1,1,0.000143
14,partial,5,89,training,89,0,6,1,1,1,0.552810
14,partial,5,90,training,90,6,6,0,0,1,0.000103
14,partial,5,91,training,91,0,0,0,0,1,0.295111
14,partial,5,92,training,92,5,5,0,0,1,0.154649
14,partial,5,93,training,93,0,6,1,1,1,0.021876
14,partial,5,94,training,94,1,5,1,1,1,0.243430
14,partial,5,95,training,95,1,1,0,0,1,0.052978
14,partial,5,96,training,96,1,5,1,1,1,0.068609
14,partial,5,97,generalization,1,4,1,1,NaN,NaN,3.649238
14,partial,5,98,generalization,2,2,1,0,NaN,NaN,0.603988
14,partial,5,99,generalization,3,2,0,0,NaN,NaN,0.000095
14,partial,5,100,generalization,4,2,4,1,NaN,NaN,0.000139
14,partial,5,101,generalization,5,5,3,0,NaN,NaN,0.323931
14,partial,5,102,generalization,6,5,6,0,NaN,NaN,0.228325
14,partial,5,103,generalization,7,3,4,1,NaN,NaN,0.673035
14,partial,5,104,generalization,8,6,0,1,NaN,NaN,1.047816
14,partial,5,105,generalization,9,3,2,1,NaN,NaN,2.528138
14,partial,5,106,generalization,10,5,2,0,NaN,NaN,0.478120
14,partial,5,107,generalization,11,4,3,0,NaN,NaN,9.274812
14,partial,5,108,generalization,12,4,2,0,NaN,NaN,0.948009
14,partial,5,109,generalization,13,2,5,1,NaN,NaN,0.067954
14,partial,5,110,generalization,14,1,5,1,NaN,NaN,0.620302
14,partial,5,111,generalization,15,0,2,1,NaN,NaN,0.512315
14,partial,5,112,generalization,16,0,3,1,NaN,NaN,0.035497
14,partial,5,113,generalization,17,4,6,0,NaN,NaN,0.815862
14,partial,5,114,generalization,18,0,4,1,NaN,NaN,0.564663
14,partial,5,115,generalization,19,6,6,0,NaN,NaN,0.000094
14,partial,5,116,generalization,20,1,6,1,NaN,NaN,0.000139
14,partial,5,117,generalization,21,6,3,0,NaN,NaN,0.895310
14,partial,5,118,generalization,22,4,0,0,NaN,NaN,13.660662
14,partial,5,119,generalization,23,1,3,1,NaN,NaN,0.038375
14,partial,5,120,generalization,24,4,5,1,NaN,NaN,0.747132
14,partial,5,121,generalization,25,5,0,1,NaN,NaN,4.320305
14,partial,5,122,generalization,26,5,4,0,NaN,NaN,0.331498
14,partial,5,123,generalization,27,6,1,1,NaN,NaN,0.607870
14,partial,5,124,generalization,28,3,0,0,NaN,NaN,1.755406
14,partial,5,125,generalization,29,2,3,1,NaN,NaN,0.000141
14,partial,5,126,generalization,30,6,5,0,NaN,NaN,0.000097
14,partial,5,127,generalization,31,1,0,0,NaN,NaN,0.970150
14,partial,5,128,generalization,32,0,6,1,NaN,NaN,0.124906
14,partial,5,129,generalization,33,0,0,0,NaN,NaN,0.000091
14,partial,5,130,generalization,34,4,4,1,NaN,NaN,1.859627
14,partial,5,131,generalization,35,0,1,0,NaN,NaN,1.045600
14,partial,5,132,generalization,36,2,6,1,NaN,NaN,0.417221
14,partial,5,133,generalization,37,1,2,1,NaN,NaN,0.391930
14,partial,5,134,generalization,38,0,5,1,NaN,NaN,0.163113
14,partial,5,135,generalization,39,5,5,0,NaN,NaN,0.200735
14,partial,5,136,generalization,40,1,4,1,NaN,NaN,0.263867
14,partial,5,137,generalization,41,6,2,0,NaN,NaN,1.279071
14,partial,5,138,generalization,42,3,6,1,NaN,NaN,0.193051
14,partial,5,139,generalization,43,3,1,0,NaN,NaN,0.175842
14,partial,5,140,generalization,44,3,3,1,NaN,NaN,0.684567
14,partial,5,141,generalization,45,3,5,1,NaN,NaN,0.000160
14,partial,5,142,generalization,46,1,1,0,NaN,NaN,0.200165
14,partial,5,143,generalization,47,6,4,0,NaN,NaN,0.000096
14,partial,5,144,generalization,48,2,2,1,NaN,NaN,0.918483
14,partial,5,145,generalization,49,5,1,1,NaN,NaN,0.856895
15,partial,8,1,training,1,0,6,1,1,1,4.118248
15,partial,8,2,training,2,1,5,1,1,1,0.466607
15,partial,8,3,training,3,0,0,0,0,1,0.198626
15,partial,8,4,training,4,6,6,0,1,0,0.061328
15,partial,8,5,training,5,5,5,0,1,0,3.508861
15,partial,8,6,training,6,0,6,1,1,1,0.000147
15,partial,8,7,training,7,1,5,1,1,1,2.674761
15,partial,8,8,training,8,1,1,0,0,1,0.011576
15,partial,8,9,training,9,1,1,0,0,1,0.024429
15,partial,8,10,training,10,0,0,0,0,1,0.363077
15,partial,8,11,training,11,1,5,1,1,1,1.316725
15,partial,8,12,training,12,6,6,0,0,1,0.479842
15,partial,8,13,training,13,5,5,0,0,1,0.739835
15,partial,8,14,training,14,1,5,1,1,1,0.151791
15,partial,8,15,training,15,0,6,1,1,1,0.872514
15,partial,8,16,training,16,0,6,1,1,1,2.176865
15,partial,8,17,training,17,1,1,0,0,1,2.296446
15,partial,8,18,training,18,0,6,1,1,1,0.000141
15,partial,8,19,training,19,1,5,1,1,1,0.732771
15,partial,8,20,training,20,1,5,1,1,1,0.089965
15,partial,8,21,training,21,6,6,0,0,1,0.189158
15,partial,8,22,training,22,5,5,0,0,1,2.374284
15,partial,8,23,training,23,0,0,0,0,1,0.111880
15,partial,8,24,training,24,0,6,1,1,1,0.039434
15,partial,8,25,training,25,1,5,1,1,1,0.116959
15,partial,8,26,training,26,6,6,0,0,1,0.000100
15,partial,8,27,training,27,1,1,0,0,1,1.992484
15,partial,8,28,training,28,5,5,0,0,1,0.233696
15,partial,8,29,training,29,0,6,1,1,1,2.340453
15,partial,8,30,training,30,0,6,1,1,1,0.000154
15,partial,8,31,training,31,1,5,1,1,1,0.190353
15,partial,8,32,training,32,0,0,0,0,1,0.317916
15,partial,8,33,training,33,0,6,1,1,1,0.555925
15,partial,8,34,training,34,1,5,1,1,1,0.298287
15,partial,8,35,training,35,0,6,1,1,1,0.545397
15,partial,8,36,training,36,6,6,0,0,1,0.276629
15,partial,8,37,training,37,5,5,0,0,1,0.150139
15,partial,8,38,training,38,0,0,0,0,1,1.028925
15,partial,8,39,training,39,1,1,0,0,1,1.575242
15,partial,8,40,training,40,1,5,1,1,1,0.296077
15,partial,8,41,training,41,0,6,1,1,1,2.279980
15,partial,8,42,training,42,0,0,0,0,1,0.594396
15,partial,8,43,training,43,1,5,1,1,1,0.330767
15,partial,8,44,training,44,0,6,1,1,1,1.749525
15,partial,8,45,training,45,1,1,0,0,1,0.079862
15,partial,8,46,training,46,5,5,0,0,1,1.056684
15,partial,8,47,training,47,1,5,1,1,1,0.023033
15,partial,8,48,training,48,6,6,0,0,1,0.314577
15,partial,8,49,training,49,1,5,1,1,1,0.782182
15,partial,8,50,training,50,6,6,0,0,1,0.042142
15,partial,8,51,training,51,0,6,1,1,1,0.458134
15,partial,8,52,training,52,1,1,0,0,1,0.188457
15,partial,8,53,training,53,0,6,1,1,1,1.240793
15,partial,8,54,training,54,0,0,0,0,1,1.869171
15,partial,8,55,training,55,5,5,0,0,1,0.000092
15,partial,8,56,training,56,1,5,1,1,1,0.114722
15,partial,8,57,training,57,6,6,0,0,1,0.057142
15,partial,8,58,training,58,0,6,1,1,1,1.417452
15,partial,8,59,training,59,1,5,1,1,1,0.037806
15,partial,8,60,training,60,5,5,0,0,1,0.014206
15,partial,8,61,training,61,1,1,0,0,1,1.698554
15,partial,8,62,training,62,1,5,1,1,1,1.662134
15,partial,8,63,training,63,0,0,0,0,1,1.070055
15,partial,8,64,training,64,0,6,1,1,1,1.322010
15,partial,8,65,training,65,1,1,0,0,1,1.501973
15,partial,8,66,training,66,0,6,1,1,1,0.595987
15,partial,8,67,training,67,0,0,0,0,1,0.000100
15,partial,8,68,training,68,1,5,1,1,1,0.000148
15,partial,8,69,training,69,6,6,0,0,1,0.662271
15,partial,8,70,training,70,0,6,1,1,1,0.246291
15,partial,8,71,training,71,5,5,0,0,1,0.000105
15,partial,8,72,training,72,1,5,1,1,1,1.273756
15,partial,8,73,training,73,0,0,0,0,1,1.633754
15,partial,8,74,training,74,1,5,1,1,1,2.180505
15,partial,8,75,training,75,1,5,1,1,1,0.235279
15,partial,8,76,training,76,1,1,0,0,1,0.672423
15,partial,8,77,training,77,6,6,0,0,1,1.065181
15,partial,8,78,training,78,0,6,1,1,1,0.012395
15,partial,8,79,training,79,0,6,1,1,1,2.053103
15,partial,8,80,training,80,5,5,0,0,1,0.178695
15,partial,8,81,training,81,0,6,1,1,1,1.941480
15,partial,8,82,training,82,1,5,1,1,1,1.406162
15,partial,8,83,training,83,6,6,0,0,1,0.979735
15,partial,8,84,training,84,0,6,1,1,1,0.408182
15,partial,8,85,training,85,0,0,0,0,1,0.374897
15,partial,8,86,training,86,1,5,1,1,1,0.162883
15,partial,8,87,training,87,5,5,0,0,1,1.168056
15,partial,8,88,training,88,1,1,0,0,1,0.314012
15,partial,8,89,training,89,1,5,1,1,1,0.000138
15,partial,8,90,training,90,1,1,0,0,1,0.590709
15,partial,8,91,training,91,0,0,0,0,1,0.000093
15,partial,8,92,training,92,5,5,0,0,1,0.715085
15,partial,8,93,training,93,0,6,1,1,1,0.267477
15,partial,8,94,training,94,0,6,1,1,1,0.000144
15,partial,8,95,training,95,1,5,1,1,1,0.000152
15,partial,8,96,training,96,6,6,0,0,1,1.549397
15,partial,8,97,generalization,1,4,4,0,NaN,NaN,2.395170
15,partial,8,98,generalization,2,0,6,1,NaN,NaN,0.000144
15,partial,8,99,generalization,3,0,0,0,NaN,NaN,0.442682
15,partial,8,100,generalization,4,2,3,1,NaN,NaN,0.047134
15,partial,8,101,generalization,5,2,4,1,NaN,NaN,0.266703
15,partial,8,102,generalization,6,1,2,0,NaN,NaN,3.591428
15,partial,8,103,generalization,7,5,2,0,NaN,NaN,0.309422
15,partial,8,104,generalization,8,6,0,0,NaN,NaN,0.352606
15,partial,8,105,generalization,9,3,0,0,NaN,NaN,0.273330
15,partial,8,106,generalization,10,3,3,1,NaN,NaN,2.041346
15,partial,8,107,generalization,11,6,1,0,NaN,NaN,0.104116
15,partial,8,108,generalization,12,3,5,1,NaN,NaN,0.204832
15,partial,8,109,generalization,13,0,3,1,NaN,NaN,2.158822
15,partial,8,110,generalization,14,1,3,1,NaN,NaN,0.443193
15,partial,8,111,generalization,15,5,3,0,NaN,NaN,1.727576
15,partial,8,112,generalization,16,3,4,1,NaN,NaN,0.469515
15,partial,8,113,generalization,17,6,6,0,NaN,NaN,0.647931
15,partial,8,114,generalization,18,4,0,0,NaN,NaN,0.330251
15,partial,8,115,generalization,19,2,1,0,NaN,NaN,1.408207
15,partial,8,116,generalization,20,4,2,0,NaN,NaN,2.789773
15,partial,8,117,generalization,21,3,1,0,NaN,NaN,1.992145
15,partial,8,118,generalization,22,6,2,0,NaN,NaN,1.563311
15,partial,8,119,generalization,23,0,1,0,NaN,NaN,0.455286
15,partial,8,120,generalization,24,5,6,0,NaN,NaN,1.037614
15,partial,8,121,generalization,25,2,2,1,NaN,NaN,6.155165
15,partial,8,122,generalization,26,4,6,1,NaN,NaN,0.000143
15,partial,8,123,generalization,27,3,2,0,NaN,NaN,0.849179
15,partial,8,124,generalization,28,0,2,0,NaN,NaN,0.967934
15,partial,8,125,generalization,29,2,5,1,NaN,NaN,1.323110
15,partial,8,126,generalization,30,1,1,0,NaN,NaN,0.331471
15,partial,8,127,generalization,31,4,1,0,NaN,NaN,0.325005
15,partial,8,128,generalization,32,1,4,1,NaN,NaN,0.000155
15,partial,8,129,generalization,33,5,1,0,NaN,NaN,0.000092
15,partial,8,130,generalization,34,2,0,0,NaN,NaN,0.419730
15,partial,8,131,generalization,35,5,0,0,NaN,NaN,0.390936
15,partial,8,132,generalization,36,6,4,0,NaN,NaN,2.161655
15,partial,8,133,generalization,37,3,6,1,NaN,NaN,0.951672
15,partial,8,134,generalization,38,5,5,1,NaN,NaN,3.383585
15,partial,8,135,generalization,39,6,5,0,NaN,NaN,0.012399
15,partial,8,136,generalization,40,2,6,1,NaN,NaN,1.070818
15,partial,8,137,generalization,41,6,3,1,NaN,NaN,1.049179
15,partial,8,138,generalization,42,0,4,1,NaN,NaN,0.911531
15,partial,8,139,generalization,43,1,0,0,NaN,NaN,0.162668
15,partial,8,140,generalization,44,4,5,1,NaN,NaN,0.908226
15,partial,8,141,generalization,45,0,5,1,NaN,NaN,0.483809
15,partial,8,142,generalization,46,1,5,1,NaN,NaN,0.490197
15,partial,8,143,generalization,47,4,3,1,NaN,NaN,3.402098
15,partial,8,144,generalization,48,1,6,1,NaN,NaN,0.004143
15,partial,8,145,generalization,49,5,4,1,NaN,NaN,0.351268
16,partial,6,1,training,1,6,6,0,0,1,4.917462
16,partial,6,2,training,2,1,1,0,0,1,0.128271
16,partial,6,3,training,3,0,0,0,0,1,0.000094
