17 Feb 2016 11:16:10 AM,Wed, 17 Feb 2016 11:24:10 AM
klab1,4742,1
1,0,0,Size,Shading
1,4742,training,1,1,e78,67,6,7,Beta,Beta,1.89146335973,1
1,4742,training,1,2,e74,19,2,7,Alpha,Beta,8.44494854589,0
1,4742,training,1,3,e78,67,6,7,Beta,Beta,0.635430695547,1
1,4742,training,1,4,e126,71,6,11,Alpha,Beta,0.443154505323,0
1,4742,training,1,5,e139,84,7,12,Alpha,Alpha,0.75624057294,1
1,4742,training,1,6,e67,78,7,6,Beta,Beta,0.84958530814,1
1,4742,training,1,7,e61,6,1,6,Alpha,Alpha,1.30910203287,1
1,4742,training,1,8,e67,78,7,6,Beta,Beta,0.361134506355,1
1,4742,training,2,1,e78,67,6,7,Beta,Beta,0.788918993727,1
1,4742,training,2,2,e126,71,6,11,Alpha,Alpha,0.456563294967,1
1,4742,training,2,3,e61,6,1,6,Alpha,Alpha,1.93463719924,1
1,4742,training,2,4,e78,67,6,7,Beta,Beta,0.472704694097,1
1,4742,training,2,5,e74,19,2,7,Alpha,Alpha,0.963109440781,1
1,4742,training,2,6,e67,78,7,6,Beta,Beta,0.375439157549,1
1,4742,training,2,7,e139,84,7,12,Alpha,Alpha,0.380468364092,1
1,4742,training,2,8,e67,78,7,6,Beta,Beta,0.346339217023,1
1,4742,training,3,1,e67,78,7,6,Beta,Beta,0.23885139027,1
1,4742,training,3,2,e78,67,6,7,Beta,Beta,0.393863911144,1
1,4742,training,3,3,e67,78,7,6,Beta,Beta,0.405635916031,1
1,4742,training,3,4,e61,6,1,6,Alpha,Alpha,0.223536329067,1
1,4742,training,3,5,e74,19,2,7,Alpha,Alpha,0.865940906253,1
1,4742,training,3,6,e78,67,6,7,Beta,Beta,0.226304362499,1
1,4742,training,3,7,e126,71,6,11,Alpha,Alpha,0.408727068789,1
1,4742,training,3,8,e139,84,7,12,Alpha,Alpha,0.989807505641,1
1,4742,training,4,1,e78,67,6,7,Beta,Beta,0.21478198054,1
1,4742,training,4,2,e126,71,6,11,Alpha,Alpha,0.42390738659,1
1,4742,training,4,3,e67,78,7,6,Beta,Beta,0.197677844742,1
1,4742,training,4,4,e78,67,6,7,Beta,Beta,0.243575354994,1
1,4742,training,4,5,e139,84,7,12,Alpha,Alpha,0.618656300358,1
1,4742,training,4,6,e67,78,7,6,Beta,Beta,0.000195328277186,1
1,4742,training,4,7,e74,19,2,7,Alpha,Alpha,0.192248380758,1
1,4742,training,4,8,e61,6,1,6,Alpha,Alpha,0.270746511567,1
1,4742,training,5,1,e126,71,6,11,Alpha,Alpha,0.4045824676,1
1,4742,training,5,2,e61,6,1,6,Alpha,Alpha,0.435083805758,1
1,4742,training,5,3,e67,78,7,6,Beta,Beta,0.202888143773,1
1,4742,training,5,4,e78,67,6,7,Beta,Beta,0.19480585694,1
1,4742,training,5,5,e78,67,6,7,Beta,Beta,0.471932319735,1
1,4742,training,5,6,e74,19,2,7,Alpha,Alpha,0.678961091937,1
1,4742,training,5,7,e139,84,7,12,Alpha,Alpha,0.49370215286,1
1,4742,training,5,8,e67,78,7,6,Beta,Beta,0.427782832034,1
1,4742,training,6,1,e126,71,6,11,Alpha,Alpha,0.242415965797,1
1,4742,training,6,2,e67,78,7,6,Beta,Beta,0.321029969316,1
1,4742,training,6,3,e78,67,6,7,Beta,Beta,0.232636971472,1
1,4742,training,6,4,e67,78,7,6,Beta,Beta,0.386516919389,1
1,4742,training,6,5,e139,84,7,12,Alpha,Alpha,0.6615076827,1
1,4742,training,6,6,e78,67,6,7,Beta,Beta,0.323262008722,1
1,4742,training,6,7,e74,19,2,7,Alpha,Alpha,0.449597689963,1
1,4742,training,6,8,e61,6,1,6,Alpha,Alpha,0.30742154755,1
1,4742,training,7,1,e61,6,1,6,Alpha,Alpha,0.306473046687,1
1,4742,training,7,2,e78,67,6,7,Beta,Beta,1.41427869572,1
1,4742,training,7,3,e74,19,2,7,Alpha,Alpha,0.345149700923,1
1,4742,training,7,4,e78,67,6,7,Beta,Beta,0.504229353799,1
1,4742,training,7,5,e67,78,7,6,Beta,Beta,0.24523233471,1
1,4742,training,7,6,e67,78,7,6,Beta,Beta,0.376473735305,1
1,4742,training,7,7,e139,84,7,12,Alpha,Alpha,0.236968624318,1
1,4742,training,7,8,e126,71,6,11,Alpha,Alpha,0.181440436791,1
1,4742,training,8,1,e74,19,2,7,Alpha,Alpha,0.41669712463,1
1,4742,training,8,2,e139,84,7,12,Alpha,Alpha,0.41117463143,1
1,4742,training,8,3,e61,6,1,6,Alpha,Alpha,0.226314956584,1
1,4742,training,8,4,e67,78,7,6,Beta,Beta,0.177458388454,1
1,4742,training,8,5,e67,78,7,6,Beta,Beta,0.100634121656,1
1,4742,training,8,6,e78,67,6,7,Beta,Beta,0.0119209840777,1
1,4742,training,8,7,e126,71,6,11,Alpha,Alpha,0.325851267116,1
1,4742,training,8,8,e78,67,6,7,Beta,Beta,0.226915839332,1
1,4742,training,9,1,e67,78,7,6,Beta,Beta,0.353862997421,1
1,4742,training,9,2,e126,71,6,11,Alpha,Alpha,0.233785766599,1
1,4742,training,9,3,e78,67,6,7,Beta,Beta,0.216849811753,1
1,4742,training,9,4,e74,19,2,7,Alpha,Alpha,0.266051349477,1
1,4742,training,9,5,e61,6,1,6,Alpha,Alpha,0.189933575137,1
1,4742,training,9,6,e67,78,7,6,Beta,Beta,0.1324242954,1
1,4742,training,9,7,e139,84,7,12,Alpha,Alpha,0.256938126622,1
1,4742,training,9,8,e78,67,6,7,Beta,Beta,0.270165161652,1
1,4742,training,10,1,e74,19,2,7,Alpha,Alpha,0.515282947905,1
1,4742,training,10,2,e67,78,7,6,Beta,Beta,0.198949133861,1
1,4742,training,10,3,e139,84,7,12,Alpha,Alpha,0.310819266393,1
1,4742,training,10,4,e61,6,1,6,Alpha,Alpha,0.267240203466,1
1,4742,training,10,5,e78,67,6,7,Beta,Beta,0.622463877502,1
1,4742,training,10,6,e126,71,6,11,Alpha,Alpha,0.8281796464,1
1,4742,training,10,7,e67,78,7,6,Beta,Beta,1.60037986384,1
1,4742,training,10,8,e78,67,6,7,Beta,Beta,0.561027175121,1
1,4742,training,11,1,e67,78,7,6,Beta,Beta,0.280135180408,1
1,4742,training,11,2,e61,6,1,6,Alpha,Alpha,0.757743276394,1
1,4742,training,11,3,e67,78,7,6,Beta,Beta,6.3779526021,1
1,4742,training,11,4,e78,67,6,7,Beta,Beta,1.91327821765,1
1,4742,training,11,5,e78,67,6,7,Beta,Beta,0.0593281501788,1
1,4742,training,11,6,e74,19,2,7,Alpha,Alpha,0.441057871474,1
1,4742,training,11,7,e126,71,6,11,Alpha,Alpha,0.289579799224,1
1,4742,training,11,8,e139,84,7,12,Alpha,Alpha,0.258625895367,1
1,4742,training,12,1,e139,84,7,12,Alpha,Alpha,0.22317745474,1
1,4742,training,12,2,e67,78,7,6,Beta,Beta,0.564256050871,1
1,4742,training,12,3,e74,19,2,7,Alpha,Alpha,1.8553504719,1
1,4742,training,12,4,e61,6,1,6,Alpha,Alpha,0.305974462972,1
1,4742,training,12,5,e78,67,6,7,Beta,Beta,1.59572542273,1
1,4742,training,12,6,e126,71,6,11,Alpha,Alpha,0.621186629214,1
1,4742,training,12,7,e67,78,7,6,Beta,Beta,0.572312514647,1
1,4742,training,12,8,e78,67,6,7,Beta,Beta,0.377394426716,1
1,4742,generalization,,1,e133,12,1,12,Alpha,0.877666562053
1,4742,generalization,,2,e35,123,11,3,Beta,0.451652609656
1,4742,generalization,,3,e134,24,2,12,Alpha,0.306358167174
1,4742,generalization,,4,e122,23,2,11,Alpha,0.487092111507
1,4742,generalization,,5,e132,143,12,11,Alpha,1.55644689256
1,4742,generalization,,6,e15,26,3,2,Beta,0.270863708531
1,4742,generalization,,7,e36,135,12,3,Beta,2.7807969791
1,4742,generalization,,8,e121,11,1,11,Alpha,1.83747363067
1,4742,generalization,,9,e22,110,10,2,Beta,0.420493445577
1,4742,generalization,,10,e144,144,12,12,Alpha,1.82840775009
1,4742,generalization,,11,e13,2,1,2,Alpha,3.90000052971
1,4742,generalization,,12,e25,3,1,3,Alpha,2.23181228885
1,4742,generalization,,13,e67,78,7,6,Beta,1.96720537543
1,4742,generalization,,14,e02,13,2,1,Alpha,3.65598022351
1,4742,generalization,,15,e110,22,2,10,Alpha,0.437736628621
1,4742,generalization,,16,e109,10,1,10,Alpha,0.214165868805
1,4742,generalization,,17,e24,134,12,2,Beta,0.245975575366
