17 Feb 2016 2:32:33 PM,Wed, 17 Feb 2016 2:40:58 PM
klab1,4748,1
1,0,0,Size,Shading
1,4748,training,1,1,e74,19,2,7,Alpha,Alpha,10.3674936005,1
1,4748,training,1,2,e67,78,7,6,Beta,Alpha,4.55803832143,0
1,4748,training,1,3,e67,78,7,6,Beta,Beta,1.23954563332,1
1,4748,training,1,4,e139,84,7,12,Alpha,Beta,1.75190660263,0
1,4748,training,1,5,e126,71,6,11,Alpha,Alpha,1.67583716376,1
1,4748,training,1,6,e61,6,1,6,Alpha,Alpha,3.21971186763,1
1,4748,training,1,7,e78,67,6,7,Beta,Beta,0.56898167092,1
1,4748,training,1,8,e78,67,6,7,Beta,Beta,2.38928793243,1
1,4748,training,2,1,e78,67,6,7,Beta,Beta,0.712263238951,1
1,4748,training,2,2,e74,19,2,7,Alpha,Alpha,0.647886680468,1
1,4748,training,2,3,e126,71,6,11,Alpha,Alpha,2.68219096087,1
1,4748,training,2,4,e61,6,1,6,Alpha,Alpha,0.383819071707,1
1,4748,training,2,5,e67,78,7,6,Beta,Beta,0.443823587455,1
1,4748,training,2,6,e67,78,7,6,Beta,Beta,0.336811169866,1
1,4748,training,2,7,e78,67,6,7,Beta,Beta,0.937133759478,1
1,4748,training,2,8,e139,84,7,12,Alpha,Alpha,0.581276427256,1
1,4748,training,3,1,e67,78,7,6,Beta,Beta,0.384396117806,1
1,4748,training,3,2,e74,19,2,7,Alpha,Alpha,0.41143915226,1
1,4748,training,3,3,e78,67,6,7,Beta,Beta,0.604590346949,1
1,4748,training,3,4,e61,6,1,6,Alpha,Alpha,0.350328879853,1
1,4748,training,3,5,e67,78,7,6,Beta,Beta,0.368697683472,1
1,4748,training,3,6,e126,71,6,11,Alpha,Alpha,0.427784156302,1
1,4748,training,3,7,e78,67,6,7,Beta,Beta,1.25615184754,1
1,4748,training,3,8,e139,84,7,12,Alpha,Alpha,0.466313155586,1
1,4748,training,4,1,e126,71,6,11,Alpha,Alpha,0.922652650697,1
1,4748,training,4,2,e139,84,7,12,Alpha,Alpha,0.349261195617,1
1,4748,training,4,3,e67,78,7,6,Beta,Beta,0.46038908069,1
1,4748,training,4,4,e61,6,1,6,Alpha,Alpha,0.408674760547,1
1,4748,training,4,5,e67,78,7,6,Beta,Beta,2.39298725135,1
1,4748,training,4,6,e78,67,6,7,Beta,Beta,0.476119959378,1
1,4748,training,4,7,e74,19,2,7,Alpha,Alpha,0.300382115078,1
1,4748,training,4,8,e78,67,6,7,Beta,Beta,0.970094247547,1
1,4748,training,5,1,e61,6,1,6,Alpha,Alpha,0.393647394711,1
1,4748,training,5,2,e78,67,6,7,Beta,Beta,0.285412685611,1
1,4748,training,5,3,e67,78,7,6,Beta,Beta,0.270471396652,1
1,4748,training,5,4,e139,84,7,12,Alpha,Alpha,0.348929799686,1
1,4748,training,5,5,e126,71,6,11,Alpha,Alpha,0.321315678302,1
1,4748,training,5,6,e74,19,2,7,Alpha,Alpha,0.310338891257,1
1,4748,training,5,7,e78,67,6,7,Beta,Beta,0.633479730226,1
1,4748,training,5,8,e67,78,7,6,Beta,Beta,0.225063200283,1
1,4748,training,6,1,e74,19,2,7,Alpha,Alpha,0.78013816,1
