18 Feb 2016 4:04:51 PM,Thu, 18 Feb 2016 4:12:37 PM
klab3,4763,1
4,0,1,Shading,Size
1,4763,training,1,1,e66,67,6,7,Beta,Alpha,2.79250112147,0
1,4763,training,1,2,e07,6,1,6,Alpha,Beta,1.12842081915,0
1,4763,training,1,3,e79,78,7,6,Beta,Beta,0.547853478713,1
1,4763,training,1,4,e73,84,7,12,Alpha,Beta,1.21145473476,0
1,4763,training,1,5,e62,71,6,11,Alpha,Beta,1.43611055474,0
1,4763,training,1,6,e18,19,2,7,Alpha,Alpha,2.22983031433,1
1,4763,training,1,7,e66,67,6,7,Beta,Beta,0.574957499955,1
1,4763,training,1,8,e79,78,7,6,Beta,Beta,1.30331276888,1
1,4763,training,2,1,e79,78,7,6,Beta,Beta,0.29279891147,1
1,4763,training,2,2,e18,19,2,7,Alpha,Alpha,0.868748934396,1
1,4763,training,2,3,e07,6,1,6,Alpha,Alpha,0.36207158547,1
1,4763,training,2,4,e79,78,7,6,Beta,Beta,0.504069575926,1
1,4763,training,2,5,e66,67,6,7,Beta,Beta,0.302203381133,1
1,4763,training,2,6,e62,71,6,11,Alpha,Alpha,0.667912010422,1
1,4763,training,2,7,e73,84,7,12,Alpha,Alpha,0.377052789443,1
1,4763,training,2,8,e66,67,6,7,Beta,Beta,0.747584987676,1
1,4763,training,3,1,e07,6,1,6,Alpha,Alpha,0.547191355316,1
1,4763,training,3,2,e66,67,6,7,Beta,Beta,0.449578806754,1
1,4763,training,3,3,e73,84,7,12,Alpha,Alpha,0.316229472105,1
1,4763,training,3,4,e79,78,7,6,Beta,Beta,1.24523560833,1
1,4763,training,3,5,e66,67,6,7,Beta,Beta,0.403976382059,1
1,4763,training,3,6,e79,78,7,6,Beta,Beta,0.276522263071,1
1,4763,training,3,7,e18,19,2,7,Alpha,Alpha,0.447234227807,1
1,4763,training,3,8,e62,71,6,11,Alpha,Alpha,0.536497069276,1
1,4763,training,4,1,e66,67,6,7,Beta,Beta,0.610851540348,1
1,4763,training,4,2,e79,78,7,6,Beta,Beta,0.307080251011,1
1,4763,training,4,3,e18,19,2,7,Alpha,Alpha,0.331953247467,1
1,4763,training,4,4,e73,84,7,12,Alpha,Alpha,0.313504503267,1
1,4763,training,4,5,e62,71,6,11,Alpha,Alpha,0.298386239751,1
1,4763,training,4,6,e07,6,1,6,Alpha,Alpha,0.393226477652,1
1,4763,training,4,7,e79,78,7,6,Beta,Beta,0.769448964356,1
1,4763,training,4,8,e66,67,6,7,Beta,Beta,0.27265446925,1
1,4763,training,5,1,e66,67,6,7,Beta,Beta,0.318798179823,1
1,4763,training,5,2,e73,84,7,12,Alpha,Alpha,0.71917393485,1
1,4763,training,5,3,e18,19,2,7,Alpha,Alpha,0.400046017576,1
1,4763,training,5,4,e62,71,6,11,Alpha,Alpha,0.343136511636,1
1,4763,training,5,5,e07,6,1,6,Alpha,Alpha,0.621843781916,1
1,4763,training,5,6,e79,78,7,6,Beta,Beta,0.883915201857,1
1,4763,training,5,7,e79,78,7,6,Beta,Beta,0.311510187596,1
1,4763,training,5,8,e66,67,6,7,Beta,Beta,0.320345562201,1
1,4763,training,6,1,e73,84,7,12,Alpha,Alpha,0.592171715081,1
1,4763,training,6,2,e66,67,6,7,Beta,Beta,0.535900827158,1
1,4763,training,6,3,e07,6,1,6,Alpha,Alpha,0.394316994887,1
1,4763,training,6,4,e18,19,2,7,Alpha,Alpha,0.785512740082,1
1,4763,training,6,5,e79,78,7,6,Beta,Beta,0.520613391114,1
1,4763,training,6,6,e66,67,6,7,Beta,Beta,0.509627108656,1
1,4763,training,6,7,e62,71,6,11,Alpha,Alpha,0.345364556866,1
1,4763,training,6,8,e79,78,7,6,Beta,Beta,0.318125462451,1
1,4763,training,7,1,e66,67,6,7,Beta,Beta,0.30990089668,1
1,4763,training,7,2,e62,71,6,11,Alpha,Alpha,0.363618305725,1
1,4763,training,7,3,e79,78,7,6,Beta,Beta,0.405166879925,1
1,4763,training,7,4,e73,84,7,12,Alpha,Alpha,0.272153903962,1
1,4763,training,7,5,e07,6,1,6,Alpha,Alpha,0.393208600321,1
1,4763,training,7,6,e66,67,6,7,Beta,Beta,0.64287414524,1
1,4763,training,7,7,e79,78,7,6,Beta,Beta,0.307508313786,1
1,4763,training,7,8,e18,19,2,7,Alpha,Alpha,0.387601408336,1
1,4763,training,8,1,e66,67,6,7,Beta,Beta,0.508665374423,1
1,4763,training,8,2,e73,84,7,12,Alpha,Alpha,0.309959163539,1
1,4763,training,8,3,e79,78,7,6,Beta,Beta,0.374086145564,1
1,4763,training,8,4,e66,67,6,7,Beta,Beta,1.32014361456,1
1,4763,training,8,5,e79,78,7,6,Beta,Beta,0.354522716626,1
1,4763,training,8,6,e18,19,2,7,Alpha,Alpha,0.419745512872,1
1,4763,training,8,7,e07,6,1,6,Alpha,Alpha,0.759584318932,1
