15 Sep 2016 4:43:40 PM,Thu, 15 Sep 2016 4:53:56 PM
klab2,5086,1
5,Darker,Lighter,Bigger,Smaller
1,5086,similarity1,0,0,48,3,8.804
1,5086,similarity1,1,36,48,5,3.503
1,5086,similarity1,2,8,36,5,7.263
1,5086,similarity1,3,13,42,3,2.783
1,5086,similarity1,4,36,0,5,3.152
1,5086,similarity1,5,8,40,3,2.714
1,5086,similarity1,6,48,8,3,3.267
1,5086,similarity1,7,12,36,3,2.363
1,5086,similarity1,8,12,48,5,2.247
1,5086,similarity1,9,48,5,4,3.291
1,5086,similarity1,10,8,42,5,4.038
1,5086,similarity1,11,0,6,5,3.921
1,5086,similarity1,12,42,48,5,1.624
1,5086,similarity1,13,40,42,4,2.431
1,5086,similarity1,14,36,40,4,2.749
1,5086,similarity1,15,12,0,4,2.362
1,5086,similarity1,16,36,13,3,2.596
1,5086,similarity1,17,40,0,2,3.701
1,5086,similarity1,18,36,5,2,4.47
1,5086,similarity1,19,42,12,2,3.071
1,5086,similarity1,20,6,48,5,3.354
1,5086,similarity1,21,36,6,2,10.506
1,5086,similarity1,22,0,13,2,2.916
1,5086,similarity1,23,6,42,2,4.321
1,5086,similarity1,24,13,48,4,5.072
1,5086,similarity1,25,42,5,2,2.013
1,5086,similarity1,26,5,0,4,1.626
1,5086,similarity1,27,42,0,4,1.828
1,5086,training,1,0,42,Beta,Beta,1,5.23729989678
1,5086,training,1,1,40,Alpha,Beta,0,2.07902691071
1,5086,training,1,2,42,Beta,Beta,1,0.634495654143
1,5086,training,1,3,0,Alpha,Beta,0,1.45902787754
1,5086,training,1,4,36,Beta,Alpha,0,0.734787453897
1,5086,training,1,5,48,Alpha,Beta,0,0.733700240264
1,5086,training,1,6,36,Beta,Alpha,0,2.32851392752
1,5086,training,1,7,8,Alpha,Alpha,1,1.25392889953
1,5086,training,2,0,48,Alpha,Alpha,1,0.82047205721
1,5086,training,2,1,42,Beta,Beta,1,0.485191517044
1,5086,training,2,2,8,Alpha,Alpha,1,0.518921619281
1,5086,training,2,3,42,Beta,Beta,1,0.453019732144
1,5086,training,2,4,36,Beta,Beta,1,0.518308820203
1,5086,training,2,5,40,Alpha,Alpha,1,0.526991629973
1,5086,training,2,6,36,Beta,Beta,1,0.537698894739
1,5086,training,2,7,0,Alpha,Alpha,1,0.346324496903
1,5086,training,3,0,8,Alpha,Alpha,1,0.420535753947
1,5086,training,3,1,36,Beta,Beta,1,0.447117858101
1,5086,training,3,2,42,Beta,Beta,1,0.430022386601
1,5086,training,3,3,36,Beta,Beta,1,0.409348777728
1,5086,training,3,4,40,Alpha,Alpha,1,0.473624148639
1,5086,training,3,5,0,Alpha,Alpha,1,0.363375605782
1,5086,training,3,6,42,Beta,Beta,1,0.378776692785
1,5086,training,3,7,48,Alpha,Alpha,1,0.627315211808
1,5086,training,4,0,42,Beta,Beta,1,0.390809867997
1,5086,training,4,1,36,Beta,Beta,1,0.363195176004
1,5086,training,4,2,40,Alpha,Alpha,1,0.404681440676
1,5086,training,4,3,42,Beta,Beta,1,0.385999842314
1,5086,training,4,4,8,Alpha,Alpha,1,0.453924860572
1,5086,training,4,5,0,Alpha,Alpha,1,0.304972313344
1,5086,training,4,6,48,Alpha,Alpha,1,0.589817272732
1,5086,training,4,7,36,Beta,Beta,1,0.295038082404
1,5086,training,5,0,36,Beta,Beta,1,0.286405925173
1,5086,training,5,1,48,Alpha,Alpha,1,0.530970354564
1,5086,training,5,2,40,Alpha,Alpha,1,0.44836663059
1,5086,training,5,3,42,Beta,Beta,1,0.329241605708
1,5086,training,5,4,0,Alpha,Alpha,1,0.420039820252
1,5086,training,5,5,36,Beta,Beta,1,0.49471059395
1,5086,training,5,6,42,Beta,Beta,1,0.367919125129
1,5086,training,5,7,8,Alpha,Alpha,1,0.462289848831
1,5086,training,6,0,36,Beta,Beta,1,0.324610685464
1,5086,training,6,1,8,Alpha,Alpha,1,0.403241644148
1,5086,training,6,2,0,Alpha,Alpha,1,0.309822728625
1,5086,training,6,3,36,Beta,Beta,1,0.498260922031
1,5086,training,6,4,42,Beta,Beta,1,0.246503801085
1,5086,training,6,5,40,Alpha,Alpha,1,0.355354923522
