14 Sep 2016 11:05:03 AM,Wed, 14 Sep 2016 11:16:57 AM
klab2,5057,1
0,Smaller,Bigger,Darker,Lighter
1,5057,similarity1,0,13,36,6,8.154
1,5057,similarity1,1,12,42,6,4.806
1,5057,similarity1,2,48,12,7,5.122
1,5057,similarity1,3,5,0,7,4.993
1,5057,similarity1,4,0,12,6,3.823
1,5057,similarity1,5,0,36,4,4.038
1,5057,similarity1,6,8,48,2,4.156
1,5057,similarity1,7,13,48,7,6.21
1,5057,similarity1,8,40,8,5,3.809
1,5057,similarity1,9,40,42,6,3.66
1,5057,similarity1,10,48,36,6,2.445
1,5057,similarity1,11,0,48,1,3.303
1,5057,similarity1,12,36,6,3,3.156
1,5057,similarity1,13,42,13,2,5.71
1,5057,similarity1,14,0,6,6,3.74
1,5057,similarity1,15,0,42,7,3.771
1,5057,similarity1,16,8,42,6,2.5
1,5057,similarity1,17,42,5,2,1.982
1,5057,similarity1,18,5,36,4,2.735
1,5057,similarity1,19,13,0,6,3.164
1,5057,similarity1,20,36,8,7,3.853
1,5057,similarity1,21,5,48,6,4.057
1,5057,similarity1,22,12,36,5,10.191
1,5057,similarity1,23,40,0,3,6.314
1,5057,similarity1,24,48,42,6,3.72
1,5057,similarity1,25,48,6,7,4.276
1,5057,similarity1,26,6,42,2,4.016
1,5057,similarity1,27,36,40,7,4.19
1,5057,training,1,0,42,Beta,Alpha,0,4.89146438101
1,5057,training,1,1,36,Beta,Beta,1,1.06530696549
1,5057,training,1,2,40,Alpha,Alpha,1,0.706806936301
1,5057,training,1,3,42,Beta,Beta,1,0.705447257264
1,5057,training,1,4,8,Alpha,Beta,0,3.39393610321
1,5057,training,1,5,48,Alpha,Alpha,1,2.16881438787
1,5057,training,1,6,0,Alpha,Alpha,1,1.83237446216
1,5057,training,1,7,36,Beta,Beta,1,1.09816372162
1,5057,training,2,0,42,Beta,Beta,1,0.43432555371
1,5057,training,2,1,42,Beta,Beta,1,0.372171308147
1,5057,training,2,2,36,Beta,Beta,1,0.53951676609
1,5057,training,2,3,8,Alpha,Alpha,1,0.536770923063
1,5057,training,2,4,36,Beta,Beta,1,0.875768316211
1,5057,training,2,5,40,Alpha,Alpha,1,1.05967358453
1,5057,training,2,6,0,Alpha,Alpha,1,1.51467440207
1,5057,training,2,7,48,Alpha,Alpha,1,1.14949317439
1,5057,training,3,0,36,Beta,Beta,1,0.397831068607
1,5057,training,3,1,48,Alpha,Alpha,1,0.590787289431
1,5057,training,3,2,36,Beta,Beta,1,0.494389793137
1,5057,training,3,3,40,Alpha,Alpha,1,0.455281559844
1,5057,training,3,4,0,Alpha,Alpha,1,0.363542462001
1,5057,training,3,5,42,Beta,Beta,1,0.679102194728
1,5057,training,3,6,42,Beta,Beta,1,0.587494529318
1,5057,training,3,7,8,Alpha,Alpha,1,0.58098217356
1,5057,training,4,0,40,Alpha,Alpha,1,0.855103646172
1,5057,training,4,1,48,Alpha,Alpha,1,0.561216341564
1,5057,training,4,2,36,Beta,Beta,1,0.643191706389
1,5057,training,4,3,42,Beta,Beta,1,1.26471297117
1,5057,training,4,4,42,Beta,Beta,1,0.45466842968
1,5057,training,4,5,8,Alpha,Alpha,1,0.698766059009
1,5057,training,4,6,0,Alpha,Alpha,1,0.482544662198
1,5057,training,4,7,36,Beta,Beta,1,1.10848926986
1,5057,training,5,0,36,Beta,Beta,1,0.492110750172
1,5057,training,5,1,42,Beta,Beta,1,0.493517440045
1,5057,training,5,2,36,Beta,Beta,1,0.487170947483
1,5057,training,5,3,0,Alpha,Alpha,1,0.419479660457
1,5057,training,5,4,48,Alpha,Alpha,1,0.544542976422
1,5057,training,5,5,40,Alpha,Alpha,1,0.374893976841
1,5057,training,5,6,8,Alpha,Alpha,1,1.51989163621
1,5057,training,5,7,42,Beta,Beta,1,1.29924689629
1,5057,training,6,0,42,Beta,Beta,1,0.336824952625
1,5057,training,6,1,42,Beta,Beta,1,0.691075447481
1,5057,training,6,2,8,Alpha,Alpha,1,0.522810625611
1,5057,training,6,3,36,Beta,Beta,1,0.586951584555
1,5057,training,6,4,40,Alpha,Alpha,1,0.587655094918
1,5057,training,6,5,36,Beta,Beta,1,0.796640099958
1,5057,training,6,6,0,Alpha,Alpha,1,0.438649246469
1,5057,training,6,7,48,Alpha,Alpha,1,0.59745524521
1,5057,training,7,0,42,Beta,Beta,1,0.752739387332
1,5057,training,7,1,36,Beta,Beta,1,1.97137092846
1,5057,training,7,2,0,Alpha,Alpha,1,0.856855635764
1,5057,training,7,3,40,Alpha,Alpha,1,0.418504015543
1,5057,training,7,4,8,Alpha,Alpha,1,1.10797016183
1,5057,training,7,5,42,Beta,Beta,1,0.356804982759
1,5057,training,7,6,36,Beta,Beta,1,0.555928921793
1,5057,training,7,7,48,Alpha,Alpha,1,0.765312858624
1,5057,training,8,0,36,Beta,Beta,1,0.815968596609
1,5057,training,8,1,42,Beta,Beta,1,0.357210867107
1,5057,training,8,2,36,Beta,Beta,1,0.881064674584
1,5057,training,8,3,8,Alpha,Alpha,1,0.433554505929
1,5057,training,8,4,40,Alpha,Alpha,1,0.710888290312
1,5057,training,8,5,0,Alpha,Alpha,1,1.34156379965
1,5057,training,8,6,48,Alpha,Alpha,1,0.531594740693
1,5057,training,8,7,42,Beta,Beta,1,0.446036603767
1,5057,training,9,0,0,Alpha,Alpha,1,0.548494222807
1,5057,training,9,1,8,Alpha,Alpha,1,1.70729326899
1,5057,training,9,2,48,Alpha,Alpha,1,0.370889098151
1,5057,training,9,3,40,Alpha,Alpha,1,0.347313715378
1,5057,training,9,4,36,Beta,Beta,1,0.542872428428
1,5057,training,9,5,42,Beta,Beta,1,0.413236459717
1,5057,training,9,6,42,Beta,Beta,1,0.756562180817
1,5057,training,9,7,36,Beta,Beta,1,0.447881953092
1,5057,training,10,0,40,Alpha,Alpha,1,0.377143886173
1,5057,training,10,1,36,Beta,Beta,1,0.593150753761
1,5057,training,10,2,48,Alpha,Alpha,1,0.324058471248
1,5057,training,10,3,36,Beta,Beta,1,0.53580951388
1,5057,training,10,4,42,Beta,Beta,1,0.871208905941
1,5057,training,10,5,0,Alpha,Alpha,1,0.424555861391
1,5057,training,10,6,8,Alpha,Alpha,1,0.431776362471
1,5057,training,10,7,42,Beta,Beta,1,0.524816209916
1,5057,training,11,0,40,Alpha,Alpha,1,0.648924738169
1,5057,training,11,1,42,Beta,Beta,1,0.462571915472
1,5057,training,11,2,42,Beta,Beta,1,2.00169405318
1,5057,training,11,3,48,Alpha,Alpha,1,0.918461308349
1,5057,training,11,4,36,Beta,Beta,1,0.937604409177
1,5057,training,11,5,8,Alpha,Alpha,1,0.652656819904
1,5057,training,11,6,36,Beta,Beta,1,0.346207631286
1,5057,training,11,7,0,Alpha,Alpha,1,0.338817956625
1,5057,training,12,0,0,Alpha,Alpha,1,0.353513877839
1,5057,training,12,1,8,Alpha,Alpha,1,0.411704627564
1,5057,training,12,2,36,Beta,Beta,1,0.6674255752
1,5057,training,12,3,36,Beta,Beta,1,0.540107052773
1,5057,training,12,4,48,Alpha,Alpha,1,0.439492797013
1,5057,training,12,5,42,Beta,Beta,1,0.723464410286
1,5057,training,12,6,40,Alpha,Alpha,1,0.375695813214
1,5057,training,12,7,42,Beta,Beta,1,0.546893529361
1,5057,generalization,0,48,Alpha,4.8309300309
1,5057,generalization,1,5,Beta,2.40339492657
1,5057,generalization,2,12,Beta,1.73771174019
1,5057,generalization,3,20,Beta,0.998968405183
