14 Sep 2016 2:42:56 PM,Wed, 14 Sep 2016 2:54:16 PM
klab2,5066,1
5,Darker,Lighter,Bigger,Smaller
1,5066,similarity1,0,13,36,4,8.38
1,5066,similarity1,1,42,13,4,10.012
1,5066,similarity1,2,6,36,4,6.534
1,5066,similarity1,3,42,5,4,4.341
1,5066,similarity1,4,36,8,7,5.595
1,5066,similarity1,5,12,48,5,4.666
1,5066,similarity1,6,42,0,7,2.83
1,5066,similarity1,7,42,12,4,2.512
1,5066,similarity1,8,0,48,3,3.386
1,5066,similarity1,9,40,8,4,2.398
1,5066,similarity1,10,0,40,4,1.945
1,5066,similarity1,11,13,0,5,2.685
1,5066,similarity1,12,8,42,5,3.711
1,5066,similarity1,13,48,6,7,3.08
1,5066,similarity1,14,48,36,3,2.94
1,5066,similarity1,15,12,36,5,3.155
1,5066,similarity1,16,48,13,7,2.607
1,5066,similarity1,17,0,36,6,1.993
1,5066,similarity1,18,48,5,5,3.688
1,5066,similarity1,19,12,0,6,2.278
1,5066,similarity1,20,40,36,6,2.179
1,5066,similarity1,21,5,36,3,3.121
1,5066,similarity1,22,48,42,6,2.817
1,5066,similarity1,23,48,8,3,2.244
1,5066,similarity1,24,0,6,6,1.745
1,5066,similarity1,25,42,6,3,3.912
1,5066,similarity1,26,5,0,5,3.694
1,5066,similarity1,27,40,42,4,4.266
1,5066,training,1,0,0,Alpha,Beta,0,2.37080600136
1,5066,training,1,1,42,Beta,Beta,1,1.92103863973
1,5066,training,1,2,40,Alpha,Beta,0,2.19710279466
1,5066,training,1,3,36,Beta,Alpha,0,1.00787567627
1,5066,training,1,4,8,Alpha,Alpha,1,2.3437266394
1,5066,training,1,5,48,Alpha,Beta,0,0.858224253403
1,5066,training,1,6,42,Beta,Beta,1,0.971788399853
1,5066,training,1,7,36,Beta,Alpha,0,2.93241630867
1,5066,training,2,0,48,Alpha,Alpha,1,2.12944626925
1,5066,training,2,1,0,Alpha,Beta,0,1.60058876383
1,5066,training,2,2,40,Alpha,Alpha,1,3.17312086537
1,5066,training,2,3,36,Beta,Alpha,0,1.23879266344
1,5066,training,2,4,36,Beta,Beta,1,0.518330670428
1,5066,training,2,5,42,Beta,Beta,1,0.661711414345
1,5066,training,2,6,42,Beta,Beta,1,1.50782436132
1,5066,training,2,7,8,Alpha,Alpha,1,3.37108906079
1,5066,training,3,0,48,Alpha,Alpha,1,1.05042465543
1,5066,training,3,1,36,Beta,Beta,1,1.35075280606
1,5066,training,3,2,0,Alpha,Alpha,1,0.655621164944
1,5066,training,3,3,42,Beta,Beta,1,1.40301354136
1,5066,training,3,4,8,Alpha,Alpha,1,1.2968264888
1,5066,training,3,5,40,Alpha,Alpha,1,0.740670126164
1,5066,training,3,6,36,Beta,Beta,1,0.394963725237
1,5066,training,3,7,42,Beta,Beta,1,0.41540890024
1,5066,training,4,0,40,Alpha,Alpha,1,0.36338686198
1,5066,training,4,1,36,Beta,Beta,1,0.567662815331
1,5066,training,4,2,36,Beta,Beta,1,0.443481784547
1,5066,training,4,3,48,Alpha,Alpha,1,0.328867503675
1,5066,training,4,4,8,Alpha,Alpha,1,0.69118171907
1,5066,training,4,5,0,Alpha,Alpha,1,0.475708857179
1,5066,training,4,6,42,Beta,Beta,1,0.34646255034
1,5066,training,4,7,42,Beta,Beta,1,0.343545216369
1,5066,training,5,0,36,Beta,Beta,1,0.357883257559
1,5066,training,5,1,36,Beta,Beta,1,0.339704876533
1,5066,training,5,2,8,Alpha,Alpha,1,1.84799769311
1,5066,training,5,3,48,Alpha,Alpha,1,0.457944636932
1,5066,training,5,4,40,Alpha,Alpha,1,0.41376947239
1,5066,training,5,5,42,Beta,Beta,1,1.3730185004
1,5066,training,5,6,42,Beta,Beta,1,0.334598880028
1,5066,training,5,7,0,Alpha,Alpha,1,0.33872724534
1,5066,training,6,0,36,Beta,Beta,1,0.261633415706
1,5066,training,6,1,40,Alpha,Alpha,1,0.57855415158
1,5066,training,6,2,8,Alpha,Alpha,1,0.672534220386
1,5066,training,6,3,48,Alpha,Alpha,1,0.875964968232
1,5066,training,6,4,36,Beta,Beta,1,1.84333068691
1,5066,training,6,5,42,Beta,Beta,1,0.760059869383
1,5066,training,6,6,42,Beta,Beta,1,0.571752777556
1,5066,training,6,7,0,Alpha,Alpha,1,0.502704791259
1,5066,training,7,0,42,Beta,Beta,1,0.410004615085
1,5066,training,7,1,48,Alpha,Alpha,1,0.679789814167
1,5066,training,7,2,36,Beta,Beta,1,0.335895987693
1,5066,training,7,3,40,Alpha,Alpha,1,0.642717292067
1,5066,training,7,4,0,Alpha,Alpha,1,0.710396660725
1,5066,training,7,5,42,Beta,Beta,1,0.496879061684
1,5066,training,7,6,8,Alpha,Alpha,1,2.76364529016
1,5066,training,7,7,36,Beta,Beta,1,0.908511186251
1,5066,training,8,0,48,Alpha,Alpha,1,0.932103784522
1,5066,training,8,1,0,Alpha,Alpha,1,0.67660862254
1,5066,training,8,2,8,Alpha,Alpha,1,0.827598867239
1,5066,training,8,3,40,Alpha,Beta,0,0.587779906346
1,5066,training,8,4,42,Beta,Beta,1,0.644803987117
1,5066,training,8,5,36,Beta,Beta,1,0.498602248728
1,5066,training,8,6,42,Beta,Beta,1,1.01404173928
1,5066,training,8,7,36,Beta,Beta,1,0.360263275215
1,5066,training,9,0,42,Beta,Beta,1,0.272143366514
1,5066,training,9,1,36,Beta,Beta,1,0.286541992333
